Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 30,2022-11-13 09:02:13,2022-11-13 17:51:26,0 days 08:49:13,2022-11-13,morning,529.2166666666667
Staff 30,2022-11-14 09:03:04,2022-11-14 17:43:19,0 days 08:40:15,2022-11-14,morning,520.25
Staff 30,2022-11-15 09:12:27,2022-11-15 17:28:59,0 days 08:16:32,2022-11-15,morning,496.53333333333336
Staff 30,2022-11-16 10:01:05,2022-11-16 17:18:18,0 days 07:17:13,2022-11-16,morning,437.21666666666664
Staff 30,2022-11-17 10:19:31,2022-11-17 16:43:36,0 days 06:24:05,2022-11-17,morning,384.0833333333333
Staff 30,2022-11-18 10:14:28,2022-11-18 17:15:32,0 days 07:01:04,2022-11-18,morning,421.06666666666666
Staff 30,2022-11-21 10:02:56,2022-11-21 17:28:52,0 days 07:25:56,2022-11-21,morning,445.93333333333334
Staff 30,2022-11-22 10:26:26,2022-11-22 17:18:01,0 days 06:51:35,2022-11-22,morning,411.5833333333333
Staff 30,2022-11-23 10:12:02,2022-11-23 17:27:03,0 days 07:15:01,2022-11-23,morning,435.01666666666665
Staff 30,2022-11-24 09:50:24,2022-11-24 17:15:09,0 days 07:24:45,2022-11-24,morning,444.75
Staff 30,2022-11-25 10:09:51,2022-11-25 17:44:35,0 days 07:34:44,2022-11-25,morning,454.73333333333335
Staff 30,2022-11-26 09:14:41,2022-11-26 13:45:45,0 days 04:31:04,2022-11-26,morning,271.06666666666666
Staff 30,2022-11-28 10:12:07,2022-11-28 17:53:31,0 days 07:41:24,2022-11-28,morning,461.4
Staff 30,2022-11-29 10:04:35,2022-11-29 17:53:20,0 days 07:48:45,2022-11-29,morning,468.75
Staff 30,2022-11-30 10:43:27,2022-11-30 17:59:57,0 days 07:16:30,2022-11-30,morning,436.5
Staff 31,2022-11-01 10:04:12,2022-11-01 17:46:06,0 days 07:41:54,2022-11-01,morning,461.9
Staff 31,2022-11-02 09:57:35,2022-11-02 17:32:17,0 days 07:34:42,2022-11-02,morning,454.7
Staff 31,2022-11-03 10:10:15,2022-11-03 16:21:42,0 days 06:11:27,2022-11-03,morning,371.45
Staff 31,2022-11-04 09:34:09,2022-11-04 17:35:57,0 days 08:01:48,2022-11-04,morning,481.8
Staff 31,2022-11-06 10:18:05,2022-11-06 10:24:26,0 days 00:06:21,2022-11-06,morning,6.35
Staff 31,2022-11-07 09:35:21,2022-11-07 17:56:03,0 days 08:20:42,2022-11-07,morning,500.7
Staff 31,2022-11-08 10:00:51,2022-11-08 17:13:45,0 days 07:12:54,2022-11-08,morning,432.9
Staff 31,2022-11-09 10:00:24,2022-11-09 17:58:36,0 days 07:58:12,2022-11-09,morning,478.2
Staff 31,2022-11-10 10:12:36,2022-11-10 17:52:19,0 days 07:39:43,2022-11-10,morning,459.71666666666664
Staff 31,2022-11-11 09:34:22,2022-11-11 17:55:57,0 days 08:21:35,2022-11-11,morning,501.5833333333333
Staff 31,2022-11-12 09:17:25,2022-11-12 17:30:21,0 days 08:12:56,2022-11-12,morning,492.93333333333334
Staff 31,2022-11-13 09:10:05,2022-11-13 16:49:35,0 days 07:39:30,2022-11-13,morning,459.5
Staff 31,2022-11-14 09:10:16,2022-11-14 17:48:40,0 days 08:38:24,2022-11-14,morning,518.4
Staff 31,2022-11-15 09:31:33,2022-11-15 17:59:41,0 days 08:28:08,2022-11-15,morning,508.1333333333333
Staff 31,2022-11-16 09:03:09,2022-11-16 17:49:17,0 days 08:46:08,2022-11-16,morning,526.1333333333333
Staff 31,2022-11-17 10:26:36,2022-11-17 16:44:53,0 days 06:18:17,2022-11-17,morning,378.28333333333336
Staff 31,2022-11-18 10:34:41,2022-11-18 17:06:06,0 days 06:31:25,2022-11-18,morning,391.4166666666667
Staff 31,2022-11-21 10:02:33,2022-11-21 17:59:47,0 days 07:57:14,2022-11-21,morning,477.23333333333335
Staff 31,2022-11-22 09:22:36,2022-11-22 17:59:58,0 days 08:37:22,2022-11-22,morning,517.3666666666667
Staff 31,2022-11-23 09:11:42,2022-11-23 17:06:31,0 days 07:54:49,2022-11-23,morning,474.81666666666666
Staff 31,2022-11-24 10:12:36,2022-11-24 17:11:25,0 days 06:58:49,2022-11-24,morning,418.81666666666666
Staff 31,2022-11-25 10:09:53,2022-11-25 10:09:58,0 days 00:00:05,2022-11-25,morning,0.08333333333333333
Staff 31,2022-11-26 09:14:47,2022-11-26 13:45:39,0 days 04:30:52,2022-11-26,morning,270.8666666666667
Staff 31,2022-11-28 10:12:01,2022-11-28 17:54:14,0 days 07:42:13,2022-11-28,morning,462.21666666666664
Staff 31,2022-11-29 10:00:47,2022-11-29 17:43:40,0 days 07:42:53,2022-11-29,morning,462.8833333333333
Staff 31,2022-11-30 10:43:13,2022-11-30 17:31:37,0 days 06:48:24,2022-11-30,morning,408.4
Staff 32,2022-11-01 09:23:00,2022-11-01 17:32:36,0 days 08:09:36,2022-11-01,morning,489.6
Staff 32,2022-11-02 10:06:41,2022-11-02 17:22:36,0 days 07:15:55,2022-11-02,morning,435.9166666666667
Staff 32,2022-11-03 10:41:36,2022-11-03 16:18:25,0 days 05:36:49,2022-11-03,morning,336.81666666666666
Staff 32,2022-11-04 10:04:23,2022-11-04 17:13:35,0 days 07:09:12,2022-11-04,morning,429.2
Staff 32,2022-11-07 10:00:38,2022-11-07 17:52:57,0 days 07:52:19,2022-11-07,morning,472.31666666666666
Staff 32,2022-11-08 10:01:33,2022-11-08 13:27:54,0 days 03:26:21,2022-11-08,morning,206.35
Staff 32,2022-11-09 10:01:25,2022-11-09 17:47:22,0 days 07:45:57,2022-11-09,morning,465.95
Staff 32,2022-11-10 09:48:41,2022-11-10 17:33:19,0 days 07:44:38,2022-11-10,morning,464.6333333333333
Staff 32,2022-11-11 09:58:02,2022-11-11 17:55:40,0 days 07:57:38,2022-11-11,morning,477.6333333333333
Staff 32,2022-11-12 13:56:32,2022-11-12 15:46:02,0 days 01:49:30,2022-11-12,afternoon,109.5
Staff 32,2022-11-13 11:47:55,2022-11-13 14:33:22,0 days 02:45:27,2022-11-13,morning,165.45
Staff 32,2022-11-14 09:49:07,2022-11-14 17:47:08,0 days 07:58:01,2022-11-14,morning,478.01666666666665
Staff 32,2022-11-15 10:02:08,2022-11-15 17:28:46,0 days 07:26:38,2022-11-15,morning,446.6333333333333
Staff 32,2022-11-16 10:01:36,2022-11-16 17:07:51,0 days 07:06:15,2022-11-16,morning,426.25
Staff 32,2022-11-17 09:47:48,2022-11-17 14:48:26,0 days 05:00:38,2022-11-17,morning,300.6333333333333
Staff 32,2022-11-18 11:26:11,2022-11-18 16:10:29,0 days 04:44:18,2022-11-18,morning,284.3
Staff 32,2022-11-21 09:59:04,2022-11-21 17:10:35,0 days 07:11:31,2022-11-21,morning,431.51666666666665
Staff 32,2022-11-22 10:05:30,2022-11-22 17:58:16,0 days 07:52:46,2022-11-22,morning,472.76666666666665
Staff 32,2022-11-23 09:00:41,2022-11-23 15:57:08,0 days 06:56:27,2022-11-23,morning,416.45
Staff 32,2022-11-24 10:12:36,2022-11-24 17:04:56,0 days 06:52:20,2022-11-24,morning,412.3333333333333
Staff 32,2022-11-25 09:50:51,2022-11-25 16:54:03,0 days 07:03:12,2022-11-25,morning,423.2
Staff 32,2022-11-28 10:12:56,2022-11-28 17:54:15,0 days 07:41:19,2022-11-28,morning,461.31666666666666
Staff 32,2022-11-29 12:19:22,2022-11-29 17:49:54,0 days 05:30:32,2022-11-29,morning,330.53333333333336
Staff 32,2022-11-30 10:53:57,2022-11-30 17:31:39,0 days 06:37:42,2022-11-30,morning,397.7
Staff 33,2022-11-01 10:02:15,2022-11-01 17:37:52,0 days 07:35:37,2022-11-01,morning,455.6166666666667
Staff 33,2022-11-02 09:58:00,2022-11-02 17:56:49,0 days 07:58:49,2022-11-02,morning,478.81666666666666
Staff 33,2022-11-03 10:11:50,2022-11-03 16:59:25,0 days 06:47:35,2022-11-03,morning,407.5833333333333
Staff 33,2022-11-04 10:03:40,2022-11-04 17:07:44,0 days 07:04:04,2022-11-04,morning,424.06666666666666
Staff 33,2022-11-07 09:58:13,2022-11-07 17:58:27,0 days 08:00:14,2022-11-07,morning,480.23333333333335
Staff 33,2022-11-08 10:30:55,2022-11-08 17:35:02,0 days 07:04:07,2022-11-08,morning,424.1166666666667
Staff 33,2022-11-09 09:55:55,2022-11-09 17:51:23,0 days 07:55:28,2022-11-09,morning,475.46666666666664
Staff 33,2022-11-10 09:47:54,2022-11-10 17:51:19,0 days 08:03:25,2022-11-10,morning,483.4166666666667
Staff 33,2022-11-11 10:01:03,2022-11-11 17:57:39,0 days 07:56:36,2022-11-11,morning,476.6
Staff 33,2022-11-12 14:46:42,2022-11-12 15:06:26,0 days 00:19:44,2022-11-12,afternoon,19.733333333333334
Staff 33,2022-11-13 09:26:26,2022-11-13 12:21:24,0 days 02:54:58,2022-11-13,morning,174.96666666666667
Staff 33,2022-11-14 10:00:02,2022-11-14 17:04:06,0 days 07:04:04,2022-11-14,morning,424.06666666666666
Staff 33,2022-11-15 10:01:50,2022-11-15 17:39:26,0 days 07:37:36,2022-11-15,morning,457.6
Staff 33,2022-11-16 10:20:31,2022-11-16 17:08:58,0 days 06:48:27,2022-11-16,morning,408.45
Staff 33,2022-11-17 10:29:13,2022-11-17 16:44:11,0 days 06:14:58,2022-11-17,morning,374.96666666666664
Staff 33,2022-11-18 10:14:50,2022-11-18 17:53:44,0 days 07:38:54,2022-11-18,morning,458.9
Staff 33,2022-11-19 13:45:29,2022-11-19 17:28:07,0 days 03:42:38,2022-11-19,afternoon,222.63333333333333
Staff 33,2022-11-20 10:29:41,2022-11-20 17:04:06,0 days 06:34:25,2022-11-20,morning,394.4166666666667
Staff 33,2022-11-21 09:09:05,2022-11-21 17:56:15,0 days 08:47:10,2022-11-21,morning,527.1666666666666
Staff 33,2022-11-22 11:09:17,2022-11-22 17:50:42,0 days 06:41:25,2022-11-22,morning,401.4166666666667
Staff 33,2022-11-23 09:00:02,2022-11-23 17:59:07,0 days 08:59:05,2022-11-23,morning,539.0833333333334
Staff 33,2022-11-24 09:01:41,2022-11-24 17:15:15,0 days 08:13:34,2022-11-24,morning,493.56666666666666
Staff 33,2022-11-25 10:10:10,2022-11-25 17:15:39,0 days 07:05:29,2022-11-25,morning,425.48333333333335
Staff 33,2022-11-26 09:14:37,2022-11-26 17:31:38,0 days 08:17:01,2022-11-26,morning,497.01666666666665
Staff 33,2022-11-27 10:19:39,2022-11-27 17:03:30,0 days 06:43:51,2022-11-27,morning,403.85
Staff 33,2022-11-28 09:36:42,2022-11-28 17:58:53,0 days 08:22:11,2022-11-28,morning,502.18333333333334
Staff 33,2022-11-29 10:03:21,2022-11-29 17:50:05,0 days 07:46:44,2022-11-29,morning,466.73333333333335
Staff 33,2022-11-30 10:13:25,2022-11-30 17:30:09,0 days 07:16:44,2022-11-30,morning,436.73333333333335
Staff 34,2022-11-01 10:01:53,2022-11-01 17:36:02,0 days 07:34:09,2022-11-01,morning,454.15
Staff 34,2022-11-02 09:56:05,2022-11-02 17:27:25,0 days 07:31:20,2022-11-02,morning,451.3333333333333
Staff 34,2022-11-03 10:11:45,2022-11-03 17:39:28,0 days 07:27:43,2022-11-03,morning,447.71666666666664
Staff 34,2022-11-04 10:03:37,2022-11-04 16:57:57,0 days 06:54:20,2022-11-04,morning,414.3333333333333
Staff 34,2022-11-07 09:46:58,2022-11-07 17:47:27,0 days 08:00:29,2022-11-07,morning,480.48333333333335
Staff 34,2022-11-08 10:00:16,2022-11-08 17:15:06,0 days 07:14:50,2022-11-08,morning,434.8333333333333
Staff 34,2022-11-09 10:00:01,2022-11-09 17:50:40,0 days 07:50:39,2022-11-09,morning,470.65
Staff 34,2022-11-10 10:02:45,2022-11-10 17:35:07,0 days 07:32:22,2022-11-10,morning,452.3666666666667
Staff 34,2022-11-11 09:58:52,2022-11-11 16:00:12,0 days 06:01:20,2022-11-11,morning,361.3333333333333
Staff 34,2022-11-14 10:28:59,2022-11-14 17:42:55,0 days 07:13:56,2022-11-14,morning,433.93333333333334
Staff 34,2022-11-15 09:36:33,2022-11-15 17:46:53,0 days 08:10:20,2022-11-15,morning,490.3333333333333
Staff 34,2022-11-16 09:25:44,2022-11-16 17:08:56,0 days 07:43:12,2022-11-16,morning,463.2
Staff 34,2022-11-17 10:43:39,2022-11-17 16:44:40,0 days 06:01:01,2022-11-17,morning,361.01666666666665
Staff 34,2022-11-18 10:14:55,2022-11-18 17:15:31,0 days 07:00:36,2022-11-18,morning,420.6
Staff 34,2022-11-21 10:04:03,2022-11-21 17:16:45,0 days 07:12:42,2022-11-21,morning,432.7
Staff 34,2022-11-22 10:58:48,2022-11-22 17:02:53,0 days 06:04:05,2022-11-22,morning,364.0833333333333
Staff 34,2022-11-23 10:16:35,2022-11-23 17:03:00,0 days 06:46:25,2022-11-23,morning,406.4166666666667
Staff 34,2022-11-24 09:53:08,2022-11-24 17:01:53,0 days 07:08:45,2022-11-24,morning,428.75
Staff 34,2022-11-25 10:09:57,2022-11-25 17:54:44,0 days 07:44:47,2022-11-25,morning,464.78333333333336
Staff 34,2022-11-26 09:14:37,2022-11-26 13:50:11,0 days 04:35:34,2022-11-26,morning,275.56666666666666
Staff 34,2022-11-28 10:12:12,2022-11-28 15:57:13,0 days 05:45:01,2022-11-28,morning,345.01666666666665
Staff 34,2022-11-29 16:38:16,2022-11-29 17:49:40,0 days 01:11:24,2022-11-29,afternoon,71.4
Staff 34,2022-11-30 10:04:23,2022-11-30 17:27:40,0 days 07:23:17,2022-11-30,morning,443.28333333333336
Staff 35,2022-11-01 11:25:58,2022-11-01 17:41:01,0 days 06:15:03,2022-11-01,morning,375.05
Staff 35,2022-11-02 09:57:37,2022-11-02 17:28:22,0 days 07:30:45,2022-11-02,morning,450.75
Staff 35,2022-11-03 11:10:16,2022-11-03 16:19:17,0 days 05:09:01,2022-11-03,morning,309.01666666666665
Staff 35,2022-11-04 10:03:42,2022-11-04 17:13:27,0 days 07:09:45,2022-11-04,morning,429.75
Staff 35,2022-11-07 09:46:55,2022-11-07 17:58:09,0 days 08:11:14,2022-11-07,morning,491.23333333333335
Staff 35,2022-11-08 10:00:03,2022-11-08 17:35:23,0 days 07:35:20,2022-11-08,morning,455.3333333333333
Staff 35,2022-11-09 09:59:32,2022-11-09 17:51:34,0 days 07:52:02,2022-11-09,morning,472.03333333333336
Staff 35,2022-11-10 09:22:14,2022-11-10 17:59:11,0 days 08:36:57,2022-11-10,morning,516.95
Staff 35,2022-11-11 09:34:20,2022-11-11 17:55:30,0 days 08:21:10,2022-11-11,morning,501.1666666666667
Staff 35,2022-11-14 09:59:58,2022-11-14 17:59:28,0 days 07:59:30,2022-11-14,morning,479.5
Staff 35,2022-11-15 10:02:32,2022-11-15 17:39:19,0 days 07:36:47,2022-11-15,morning,456.78333333333336
Staff 35,2022-11-16 10:01:12,2022-11-16 17:59:37,0 days 07:58:25,2022-11-16,morning,478.4166666666667
Staff 35,2022-11-17 09:00:35,2022-11-17 17:31:06,0 days 08:30:31,2022-11-17,morning,510.51666666666665
Staff 35,2022-11-18 10:14:17,2022-11-18 17:20:28,0 days 07:06:11,2022-11-18,morning,426.18333333333334
Staff 35,2022-11-19 09:27:28,2022-11-19 14:49:14,0 days 05:21:46,2022-11-19,morning,321.76666666666665
Staff 35,2022-11-20 09:00:04,2022-11-20 17:28:11,0 days 08:28:07,2022-11-20,morning,508.1166666666667
Staff 35,2022-11-21 09:59:31,2022-11-21 17:16:48,0 days 07:17:17,2022-11-21,morning,437.28333333333336
Staff 35,2022-11-22 11:18:05,2022-11-22 11:18:36,0 days 00:00:31,2022-11-22,morning,0.5166666666666667
Staff 35,2022-11-23 10:17:58,2022-11-23 17:00:35,0 days 06:42:37,2022-11-23,morning,402.6166666666667
Staff 35,2022-11-24 09:53:24,2022-11-24 17:10:54,0 days 07:17:30,2022-11-24,morning,437.5
Staff 35,2022-11-25 10:09:52,2022-11-25 17:15:35,0 days 07:05:43,2022-11-25,morning,425.71666666666664
Staff 35,2022-11-28 09:17:55,2022-11-28 17:52:36,0 days 08:34:41,2022-11-28,morning,514.6833333333333
Staff 35,2022-11-29 10:05:41,2022-11-29 17:50:01,0 days 07:44:20,2022-11-29,morning,464.3333333333333
Staff 35,2022-11-30 10:43:38,2022-11-30 17:31:40,0 days 06:48:02,2022-11-30,morning,408.03333333333336
Staff 5,2022-11-04 10:24:08,2022-11-04 17:31:11,0 days 07:07:03,2022-11-04,morning,427.05
Staff 5,2022-11-09 09:54:41,2022-11-09 17:52:33,0 days 07:57:52,2022-11-09,morning,477.8666666666667
Staff 5,2022-11-10 10:16:05,2022-11-10 17:44:09,0 days 07:28:04,2022-11-10,morning,448.06666666666666
Staff 5,2022-11-11 09:31:58,2022-11-11 17:58:16,0 days 08:26:18,2022-11-11,morning,506.3
Staff 5,2022-11-12 17:55:28,2022-11-12 17:55:56,0 days 00:00:28,2022-11-12,afternoon,0.4666666666666667
Staff 5,2022-11-13 16:45:14,2022-11-13 16:56:23,0 days 00:11:09,2022-11-13,afternoon,11.15
Staff 5,2022-11-14 09:54:27,2022-11-14 17:07:30,0 days 07:13:03,2022-11-14,morning,433.05
Staff 5,2022-11-15 10:02:01,2022-11-15 17:39:00,0 days 07:36:59,2022-11-15,morning,456.98333333333335
Staff 5,2022-11-16 10:00:52,2022-11-16 17:17:42,0 days 07:16:50,2022-11-16,morning,436.8333333333333
Staff 5,2022-11-17 10:44:09,2022-11-17 15:04:08,0 days 04:19:59,2022-11-17,morning,259.98333333333335
Staff 5,2022-11-18 10:14:30,2022-11-18 16:52:09,0 days 06:37:39,2022-11-18,morning,397.65
Staff 5,2022-11-22 10:02:06,2022-11-22 11:18:20,0 days 01:16:14,2022-11-22,morning,76.23333333333333
Staff 5,2022-11-23 10:16:38,2022-11-23 15:32:40,0 days 05:16:02,2022-11-23,morning,316.03333333333336
Staff 5,2022-11-24 10:26:17,2022-11-24 17:58:06,0 days 07:31:49,2022-11-24,morning,451.81666666666666
Staff 5,2022-11-25 09:03:42,2022-11-25 17:40:47,0 days 08:37:05,2022-11-25,morning,517.0833333333334
Staff 5,2022-11-26 09:31:32,2022-11-26 13:39:21,0 days 04:07:49,2022-11-26,morning,247.81666666666666
Staff 5,2022-11-28 09:51:41,2022-11-28 17:53:33,0 days 08:01:52,2022-11-28,morning,481.8666666666667
Staff 5,2022-11-29 09:46:43,2022-11-29 17:59:47,0 days 08:13:04,2022-11-29,morning,493.06666666666666
Staff 5,2022-11-30 09:00:09,2022-11-30 17:59:46,0 days 08:59:37,2022-11-30,morning,539.6166666666667
Staff 6,2022-11-01 10:04:11,2022-11-01 17:44:44,0 days 07:40:33,2022-11-01,morning,460.55
Staff 6,2022-11-02 09:58:24,2022-11-02 17:32:15,0 days 07:33:51,2022-11-02,morning,453.85
Staff 6,2022-11-03 10:11:29,2022-11-03 16:21:27,0 days 06:09:58,2022-11-03,morning,369.96666666666664
Staff 6,2022-11-04 10:04:06,2022-11-04 17:29:58,0 days 07:25:52,2022-11-04,morning,445.8666666666667
Staff 6,2022-11-07 09:46:56,2022-11-07 17:58:24,0 days 08:11:28,2022-11-07,morning,491.46666666666664
Staff 6,2022-11-08 09:58:43,2022-11-08 17:57:32,0 days 07:58:49,2022-11-08,morning,478.81666666666666
Staff 6,2022-11-09 10:02:07,2022-11-09 17:14:09,0 days 07:12:02,2022-11-09,morning,432.03333333333336
Staff 6,2022-11-10 10:07:58,2022-11-10 17:52:51,0 days 07:44:53,2022-11-10,morning,464.8833333333333
Staff 6,2022-11-11 10:00:13,2022-11-11 17:08:38,0 days 07:08:25,2022-11-11,morning,428.4166666666667
Staff 6,2022-11-14 10:05:36,2022-11-14 17:55:54,0 days 07:50:18,2022-11-14,morning,470.3
Staff 6,2022-11-15 09:04:07,2022-11-15 14:36:16,0 days 05:32:09,2022-11-15,morning,332.15
Staff 6,2022-11-16 10:20:53,2022-11-16 17:08:57,0 days 06:48:04,2022-11-16,morning,408.06666666666666
Staff 6,2022-11-17 10:26:32,2022-11-17 16:43:31,0 days 06:16:59,2022-11-17,morning,376.98333333333335
Staff 6,2022-11-18 10:14:28,2022-11-18 17:12:47,0 days 06:58:19,2022-11-18,morning,418.31666666666666
Staff 6,2022-11-21 10:02:39,2022-11-21 17:16:51,0 days 07:14:12,2022-11-21,morning,434.2
Staff 6,2022-11-22 10:18:49,2022-11-22 16:59:16,0 days 06:40:27,2022-11-22,morning,400.45
Staff 6,2022-11-23 09:06:32,2022-11-23 17:42:39,0 days 08:36:07,2022-11-23,morning,516.1166666666667
Staff 6,2022-11-24 09:00:33,2022-11-24 17:10:51,0 days 08:10:18,2022-11-24,morning,490.3
Staff 6,2022-11-25 10:10:07,2022-11-25 17:15:39,0 days 07:05:32,2022-11-25,morning,425.53333333333336
Staff 6,2022-11-26 10:28:24,2022-11-26 16:29:07,0 days 06:00:43,2022-11-26,morning,360.71666666666664
Staff 6,2022-11-28 09:14:45,2022-11-28 17:59:56,0 days 08:45:11,2022-11-28,morning,525.1833333333333
Staff 6,2022-11-29 09:53:35,2022-11-29 17:42:28,0 days 07:48:53,2022-11-29,morning,468.8833333333333
Staff 6,2022-11-30 10:13:22,2022-11-30 17:31:44,0 days 07:18:22,2022-11-30,morning,438.3666666666667
Staff 7,2022-11-01 12:34:36,2022-11-01 17:42:49,0 days 05:08:13,2022-11-01,morning,308.21666666666664
Staff 7,2022-11-02 10:01:13,2022-11-02 17:37:00,0 days 07:35:47,2022-11-02,morning,455.78333333333336
Staff 7,2022-11-03 10:10:35,2022-11-03 17:53:48,0 days 07:43:13,2022-11-03,morning,463.21666666666664
Staff 7,2022-11-04 09:05:15,2022-11-04 17:41:01,0 days 08:35:46,2022-11-04,morning,515.7666666666667
Staff 7,2022-11-05 13:12:07,2022-11-05 15:59:33,0 days 02:47:26,2022-11-05,afternoon,167.43333333333334
Staff 7,2022-11-07 09:47:41,2022-11-07 17:59:09,0 days 08:11:28,2022-11-07,morning,491.46666666666664
Staff 7,2022-11-08 09:15:01,2022-11-08 17:35:11,0 days 08:20:10,2022-11-08,morning,500.1666666666667
Staff 7,2022-11-09 10:00:35,2022-11-09 17:58:54,0 days 07:58:19,2022-11-09,morning,478.31666666666666
Staff 7,2022-11-11 10:11:50,2022-11-11 17:14:21,0 days 07:02:31,2022-11-11,morning,422.51666666666665
Staff 7,2022-11-14 10:29:10,2022-11-14 17:47:09,0 days 07:17:59,2022-11-14,morning,437.98333333333335
Staff 7,2022-11-15 10:02:10,2022-11-15 15:55:02,0 days 05:52:52,2022-11-15,morning,352.8666666666667
Staff 7,2022-11-16 10:06:58,2022-11-16 17:10:44,0 days 07:03:46,2022-11-16,morning,423.76666666666665
Staff 7,2022-11-17 10:20:01,2022-11-17 17:59:46,0 days 07:39:45,2022-11-17,morning,459.75
Staff 7,2022-11-18 09:02:22,2022-11-18 17:08:19,0 days 08:05:57,2022-11-18,morning,485.95
Staff 7,2022-11-19 10:51:09,2022-11-19 10:51:16,0 days 00:00:07,2022-11-19,morning,0.11666666666666667
Staff 7,2022-11-21 10:02:44,2022-11-21 17:19:46,0 days 07:17:02,2022-11-21,morning,437.03333333333336
Staff 7,2022-11-22 10:50:40,2022-11-22 17:58:47,0 days 07:08:07,2022-11-22,morning,428.1166666666667
Staff 7,2022-11-23 10:08:54,2022-11-23 17:08:05,0 days 06:59:11,2022-11-23,morning,419.18333333333334
Staff 7,2022-11-24 10:12:34,2022-11-24 17:18:23,0 days 07:05:49,2022-11-24,morning,425.81666666666666
Staff 7,2022-11-25 10:09:53,2022-11-25 16:27:14,0 days 06:17:21,2022-11-25,morning,377.35
Staff 7,2022-11-28 10:14:29,2022-11-28 15:57:16,0 days 05:42:47,2022-11-28,morning,342.78333333333336
Staff 7,2022-11-29 10:21:26,2022-11-29 17:59:30,0 days 07:38:04,2022-11-29,morning,458.06666666666666
Staff 7,2022-11-30 09:02:01,2022-11-30 12:53:19,0 days 03:51:18,2022-11-30,morning,231.3
Staff 8,2022-11-01 09:23:09,2022-11-01 17:42:08,0 days 08:18:59,2022-11-01,morning,498.98333333333335
Staff 8,2022-11-02 09:58:30,2022-11-02 17:38:43,0 days 07:40:13,2022-11-02,morning,460.21666666666664
Staff 8,2022-11-03 10:10:14,2022-11-03 16:19:16,0 days 06:09:02,2022-11-03,morning,369.03333333333336
Staff 8,2022-11-04 10:46:33,2022-11-04 17:13:16,0 days 06:26:43,2022-11-04,morning,386.71666666666664
Staff 8,2022-11-07 09:46:56,2022-11-07 17:56:22,0 days 08:09:26,2022-11-07,morning,489.43333333333334
Staff 8,2022-11-08 10:00:03,2022-11-08 17:34:26,0 days 07:34:23,2022-11-08,morning,454.3833333333333
Staff 8,2022-11-10 09:56:38,2022-11-10 17:08:12,0 days 07:11:34,2022-11-10,morning,431.56666666666666
Staff 8,2022-11-11 09:58:50,2022-11-11 17:58:16,0 days 07:59:26,2022-11-11,morning,479.43333333333334
Staff 8,2022-11-12 09:05:26,2022-11-12 17:59:55,0 days 08:54:29,2022-11-12,morning,534.4833333333333
Staff 8,2022-11-13 09:02:12,2022-11-13 17:59:53,0 days 08:57:41,2022-11-13,morning,537.6833333333333
Staff 8,2022-11-14 09:00:51,2022-11-14 17:30:23,0 days 08:29:32,2022-11-14,morning,509.53333333333336
Staff 8,2022-11-15 09:00:26,2022-11-15 17:11:17,0 days 08:10:51,2022-11-15,morning,490.85
Staff 8,2022-11-17 13:36:43,2022-11-17 15:16:57,0 days 01:40:14,2022-11-17,afternoon,100.23333333333333
Staff 8,2022-11-18 10:15:16,2022-11-18 14:30:52,0 days 04:15:36,2022-11-18,morning,255.6
Staff 8,2022-11-24 10:12:51,2022-11-24 17:15:03,0 days 07:02:12,2022-11-24,morning,422.2
Staff 8,2022-11-26 12:34:57,2022-11-26 15:12:03,0 days 02:37:06,2022-11-26,morning,157.1
Staff 8,2022-11-28 10:13:55,2022-11-28 17:57:47,0 days 07:43:52,2022-11-28,morning,463.8666666666667
Staff 8,2022-11-29 09:00:05,2022-11-29 17:34:25,0 days 08:34:20,2022-11-29,morning,514.3333333333334
Staff 8,2022-11-30 12:19:50,2022-11-30 17:32:31,0 days 05:12:41,2022-11-30,morning,312.68333333333334
Staff 9,2022-11-01 09:58:56,2022-11-01 17:42:50,0 days 07:43:54,2022-11-01,morning,463.9
Staff 9,2022-11-02 09:57:37,2022-11-02 17:27:40,0 days 07:30:03,2022-11-02,morning,450.05
Staff 9,2022-11-03 10:15:24,2022-11-03 16:18:40,0 days 06:03:16,2022-11-03,morning,363.26666666666665
Staff 9,2022-11-04 09:42:01,2022-11-04 17:13:28,0 days 07:31:27,2022-11-04,morning,451.45
Staff 9,2022-11-06 10:13:18,2022-11-06 10:13:27,0 days 00:00:09,2022-11-06,morning,0.15
Staff 9,2022-11-07 09:35:21,2022-11-07 17:58:13,0 days 08:22:52,2022-11-07,morning,502.8666666666667
Staff 9,2022-11-08 10:01:24,2022-11-08 17:35:11,0 days 07:33:47,2022-11-08,morning,453.78333333333336
Staff 9,2022-11-09 10:00:22,2022-11-09 15:44:44,0 days 05:44:22,2022-11-09,morning,344.3666666666667
Staff 9,2022-11-10 09:26:08,2022-11-10 17:52:46,0 days 08:26:38,2022-11-10,morning,506.6333333333333
Staff 9,2022-11-11 09:58:58,2022-11-11 16:48:26,0 days 06:49:28,2022-11-11,morning,409.46666666666664
Staff 9,2022-11-14 10:00:24,2022-11-14 17:59:51,0 days 07:59:27,2022-11-14,morning,479.45
Staff 9,2022-11-15 09:00:38,2022-11-15 17:55:18,0 days 08:54:40,2022-11-15,morning,534.6666666666666
Staff 9,2022-11-16 09:45:10,2022-11-16 17:59:40,0 days 08:14:30,2022-11-16,morning,494.5
