Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 18,2022-11-01 09:12:49,2022-11-01 17:42:49,0 days 08:30:00,2022-11-01,morning,510.0
Staff 18,2022-11-02 09:57:35,2022-11-02 17:32:28,0 days 07:34:53,2022-11-02,morning,454.8833333333333
Staff 18,2022-11-03 10:10:06,2022-11-03 17:15:31,0 days 07:05:25,2022-11-03,morning,425.4166666666667
Staff 18,2022-11-04 10:04:12,2022-11-04 17:35:10,0 days 07:30:58,2022-11-04,morning,450.96666666666664
Staff 18,2022-11-07 10:05:29,2022-11-07 17:58:23,0 days 07:52:54,2022-11-07,morning,472.9
Staff 18,2022-11-08 09:18:23,2022-11-08 17:39:47,0 days 08:21:24,2022-11-08,morning,501.4
Staff 18,2022-11-09 10:12:14,2022-11-09 17:58:22,0 days 07:46:08,2022-11-09,morning,466.1333333333333
Staff 18,2022-11-10 09:48:05,2022-11-10 17:59:53,0 days 08:11:48,2022-11-10,morning,491.8
Staff 18,2022-11-11 09:03:55,2022-11-11 17:13:37,0 days 08:09:42,2022-11-11,morning,489.7
Staff 18,2022-11-14 09:50:28,2022-11-14 17:28:54,0 days 07:38:26,2022-11-14,morning,458.43333333333334
Staff 18,2022-11-15 10:02:25,2022-11-15 17:12:05,0 days 07:09:40,2022-11-15,morning,429.6666666666667
Staff 18,2022-11-16 10:01:01,2022-11-16 12:25:53,0 days 02:24:52,2022-11-16,morning,144.86666666666667
Staff 18,2022-11-17 14:14:34,2022-11-17 14:40:46,0 days 00:26:12,2022-11-17,afternoon,26.2
Staff 18,2022-11-18 10:14:51,2022-11-18 17:59:43,0 days 07:44:52,2022-11-18,morning,464.8666666666667
Staff 18,2022-11-19 09:03:08,2022-11-19 17:58:17,0 days 08:55:09,2022-11-19,morning,535.15
Staff 18,2022-11-20 09:00:35,2022-11-20 17:59:49,0 days 08:59:14,2022-11-20,morning,539.2333333333333
Staff 18,2022-11-21 09:01:26,2022-11-21 17:16:47,0 days 08:15:21,2022-11-21,morning,495.35
Staff 18,2022-11-22 10:50:12,2022-11-22 15:31:35,0 days 04:41:23,2022-11-22,morning,281.3833333333333
Staff 18,2022-11-23 10:16:38,2022-11-23 17:03:14,0 days 06:46:36,2022-11-23,morning,406.6
Staff 18,2022-11-24 09:53:07,2022-11-24 17:18:23,0 days 07:25:16,2022-11-24,morning,445.26666666666665
Staff 18,2022-11-25 10:09:56,2022-11-25 15:40:52,0 days 05:30:56,2022-11-25,morning,330.93333333333334
Staff 18,2022-11-26 12:45:45,2022-11-26 12:45:52,0 days 00:00:07,2022-11-26,morning,0.11666666666666667
Staff 18,2022-11-28 10:12:32,2022-11-28 17:53:26,0 days 07:40:54,2022-11-28,morning,460.9
Staff 18,2022-11-29 10:13:51,2022-11-29 17:44:34,0 days 07:30:43,2022-11-29,morning,450.71666666666664
Staff 18,2022-11-30 11:01:04,2022-11-30 17:36:29,0 days 06:35:25,2022-11-30,morning,395.4166666666667
Staff 19,2022-11-01 10:04:59,2022-11-01 17:58:30,0 days 07:53:31,2022-11-01,morning,473.51666666666665
Staff 19,2022-11-02 09:00:10,2022-11-02 17:32:29,0 days 08:32:19,2022-11-02,morning,512.3166666666667
Staff 19,2022-11-03 10:10:37,2022-11-03 16:16:57,0 days 06:06:20,2022-11-03,morning,366.3333333333333
Staff 19,2022-11-04 10:05:03,2022-11-04 17:29:57,0 days 07:24:54,2022-11-04,morning,444.9
Staff 19,2022-11-07 09:48:10,2022-11-07 17:58:30,0 days 08:10:20,2022-11-07,morning,490.3333333333333
Staff 19,2022-11-08 10:05:35,2022-11-08 17:15:36,0 days 07:10:01,2022-11-08,morning,430.01666666666665
Staff 19,2022-11-09 09:59:57,2022-11-09 17:58:30,0 days 07:58:33,2022-11-09,morning,478.55
Staff 19,2022-11-10 09:57:30,2022-11-10 17:40:53,0 days 07:43:23,2022-11-10,morning,463.3833333333333
Staff 19,2022-11-11 09:34:20,2022-11-11 16:58:17,0 days 07:23:57,2022-11-11,morning,443.95
Staff 19,2022-11-14 11:42:28,2022-11-14 12:18:21,0 days 00:35:53,2022-11-14,morning,35.88333333333333
Staff 19,2022-11-15 11:26:21,2022-11-15 17:48:59,0 days 06:22:38,2022-11-15,morning,382.6333333333333
Staff 19,2022-11-16 09:10:01,2022-11-16 17:51:03,0 days 08:41:02,2022-11-16,morning,521.0333333333333
Staff 19,2022-11-17 10:27:07,2022-11-17 16:58:09,0 days 06:31:02,2022-11-17,morning,391.03333333333336
Staff 19,2022-11-18 09:27:00,2022-11-18 17:56:29,0 days 08:29:29,2022-11-18,morning,509.48333333333335
Staff 19,2022-11-19 09:00:26,2022-11-19 17:58:32,0 days 08:58:06,2022-11-19,morning,538.1
Staff 19,2022-11-20 09:09:21,2022-11-20 17:59:24,0 days 08:50:03,2022-11-20,morning,530.05
Staff 19,2022-11-21 09:05:35,2022-11-21 17:59:44,0 days 08:54:09,2022-11-21,morning,534.15
Staff 19,2022-11-22 09:00:03,2022-11-22 15:56:36,0 days 06:56:33,2022-11-22,morning,416.55
Staff 19,2022-11-23 10:09:00,2022-11-23 17:57:21,0 days 07:48:21,2022-11-23,morning,468.35
Staff 19,2022-11-24 09:00:49,2022-11-24 16:45:51,0 days 07:45:02,2022-11-24,morning,465.03333333333336
Staff 19,2022-11-25 10:10:09,2022-11-25 17:59:55,0 days 07:49:46,2022-11-25,morning,469.76666666666665
Staff 19,2022-11-26 09:01:09,2022-11-26 17:58:58,0 days 08:57:49,2022-11-26,morning,537.8166666666667
Staff 19,2022-11-27 09:01:44,2022-11-27 17:57:04,0 days 08:55:20,2022-11-27,morning,535.3333333333334
Staff 19,2022-11-28 09:00:15,2022-11-28 17:59:53,0 days 08:59:38,2022-11-28,morning,539.6333333333333
Staff 19,2022-11-29 09:00:01,2022-11-29 17:59:57,0 days 08:59:56,2022-11-29,morning,539.9333333333333
Staff 19,2022-11-30 09:00:02,2022-11-30 17:59:29,0 days 08:59:27,2022-11-30,morning,539.45
Staff 20,2022-11-01 10:01:56,2022-11-01 12:21:46,0 days 02:19:50,2022-11-01,morning,139.83333333333334
Staff 20,2022-11-02 10:37:08,2022-11-02 17:24:28,0 days 06:47:20,2022-11-02,morning,407.3333333333333
Staff 20,2022-11-03 10:46:44,2022-11-03 16:21:30,0 days 05:34:46,2022-11-03,morning,334.76666666666665
Staff 20,2022-11-04 10:03:46,2022-11-04 17:59:52,0 days 07:56:06,2022-11-04,morning,476.1
Staff 20,2022-11-05 09:00:03,2022-11-05 17:59:59,0 days 08:59:56,2022-11-05,morning,539.9333333333333
Staff 20,2022-11-06 09:00:07,2022-11-06 17:59:21,0 days 08:59:14,2022-11-06,morning,539.2333333333333
Staff 20,2022-11-07 09:00:06,2022-11-07 17:59:10,0 days 08:59:04,2022-11-07,morning,539.0666666666667
Staff 20,2022-11-08 09:14:02,2022-11-08 17:35:14,0 days 08:21:12,2022-11-08,morning,501.2
Staff 20,2022-11-09 10:00:15,2022-11-09 17:51:24,0 days 07:51:09,2022-11-09,morning,471.15
Staff 20,2022-11-10 10:12:41,2022-11-10 17:59:01,0 days 07:46:20,2022-11-10,morning,466.3333333333333
Staff 20,2022-11-11 10:09:17,2022-11-11 13:51:28,0 days 03:42:11,2022-11-11,morning,222.18333333333334
Staff 26,2022-11-01 10:03:55,2022-11-01 17:42:40,0 days 07:38:45,2022-11-01,morning,458.75
Staff 26,2022-11-02 09:58:36,2022-11-02 17:37:03,0 days 07:38:27,2022-11-02,morning,458.45
Staff 26,2022-11-03 10:10:02,2022-11-03 17:21:29,0 days 07:11:27,2022-11-03,morning,431.45
Staff 26,2022-11-04 10:03:37,2022-11-04 17:39:24,0 days 07:35:47,2022-11-04,morning,455.78333333333336
Staff 26,2022-11-06 10:25:56,2022-11-06 14:42:48,0 days 04:16:52,2022-11-06,morning,256.8666666666667
Staff 26,2022-11-07 09:12:44,2022-11-07 17:47:25,0 days 08:34:41,2022-11-07,morning,514.6833333333333
Staff 26,2022-11-08 10:01:18,2022-11-08 17:40:59,0 days 07:39:41,2022-11-08,morning,459.68333333333334
Staff 26,2022-11-09 10:00:07,2022-11-09 17:50:46,0 days 07:50:39,2022-11-09,morning,470.65
Staff 26,2022-11-10 09:47:51,2022-11-10 17:58:55,0 days 08:11:04,2022-11-10,morning,491.06666666666666
Staff 26,2022-11-11 09:58:33,2022-11-11 17:13:45,0 days 07:15:12,2022-11-11,morning,435.2
Staff 26,2022-11-14 09:50:47,2022-11-14 17:43:57,0 days 07:53:10,2022-11-14,morning,473.1666666666667
Staff 26,2022-11-15 10:11:56,2022-11-15 17:39:25,0 days 07:27:29,2022-11-15,morning,447.48333333333335
Staff 26,2022-11-16 10:01:03,2022-11-16 17:17:26,0 days 07:16:23,2022-11-16,morning,436.3833333333333
Staff 26,2022-11-17 11:32:25,2022-11-17 15:17:05,0 days 03:44:40,2022-11-17,morning,224.66666666666666
Staff 26,2022-11-18 10:55:46,2022-11-18 17:59:46,0 days 07:04:00,2022-11-18,morning,424.0
Staff 26,2022-11-19 09:00:32,2022-11-19 17:59:51,0 days 08:59:19,2022-11-19,morning,539.3166666666667
Staff 26,2022-11-20 09:00:27,2022-11-20 17:54:50,0 days 08:54:23,2022-11-20,morning,534.3833333333333
Staff 26,2022-11-21 09:00:07,2022-11-21 17:02:30,0 days 08:02:23,2022-11-21,morning,482.3833333333333
Staff 26,2022-11-22 10:19:10,2022-11-22 15:32:19,0 days 05:13:09,2022-11-22,morning,313.15
Staff 26,2022-11-23 10:16:12,2022-11-23 16:58:51,0 days 06:42:39,2022-11-23,morning,402.65
Staff 26,2022-11-24 10:25:47,2022-11-24 17:03:09,0 days 06:37:22,2022-11-24,morning,397.3666666666667
Staff 26,2022-11-25 10:02:15,2022-11-25 17:54:33,0 days 07:52:18,2022-11-25,morning,472.3
Staff 26,2022-11-26 12:51:47,2022-11-26 12:54:24,0 days 00:02:37,2022-11-26,morning,2.6166666666666667
Staff 26,2022-11-28 09:14:47,2022-11-28 17:52:25,0 days 08:37:38,2022-11-28,morning,517.6333333333333
Staff 26,2022-11-29 10:14:18,2022-11-29 17:52:26,0 days 07:38:08,2022-11-29,morning,458.1333333333333
Staff 26,2022-11-30 09:37:28,2022-11-30 17:57:16,0 days 08:19:48,2022-11-30,morning,499.8
Staff 27,2022-11-01 09:23:47,2022-11-01 17:44:44,0 days 08:20:57,2022-11-01,morning,500.95
Staff 27,2022-11-02 09:57:38,2022-11-02 17:29:28,0 days 07:31:50,2022-11-02,morning,451.8333333333333
Staff 27,2022-11-03 10:14:17,2022-11-03 16:30:03,0 days 06:15:46,2022-11-03,morning,375.76666666666665
Staff 27,2022-11-04 10:03:47,2022-11-04 17:29:54,0 days 07:26:07,2022-11-04,morning,446.1166666666667
Staff 27,2022-11-07 09:46:14,2022-11-07 17:58:31,0 days 08:12:17,2022-11-07,morning,492.28333333333336
Staff 27,2022-11-08 10:01:15,2022-11-08 17:18:51,0 days 07:17:36,2022-11-08,morning,437.6
Staff 27,2022-11-09 10:00:08,2022-11-09 17:58:31,0 days 07:58:23,2022-11-09,morning,478.3833333333333
Staff 27,2022-11-10 09:47:56,2022-11-10 17:41:30,0 days 07:53:34,2022-11-10,morning,473.56666666666666
Staff 27,2022-11-11 09:59:38,2022-11-11 17:17:08,0 days 07:17:30,2022-11-11,morning,437.5
Staff 27,2022-11-14 09:49:24,2022-11-14 17:47:10,0 days 07:57:46,2022-11-14,morning,477.76666666666665
Staff 27,2022-11-15 10:02:02,2022-11-15 17:12:14,0 days 07:10:12,2022-11-15,morning,430.2
Staff 27,2022-11-16 10:01:03,2022-11-16 17:08:51,0 days 07:07:48,2022-11-16,morning,427.8
Staff 27,2022-11-17 10:57:22,2022-11-17 16:44:31,0 days 05:47:09,2022-11-17,morning,347.15
Staff 27,2022-11-18 10:31:15,2022-11-18 16:12:56,0 days 05:41:41,2022-11-18,morning,341.68333333333334
Staff 27,2022-11-21 09:59:02,2022-11-21 17:17:13,0 days 07:18:11,2022-11-21,morning,438.18333333333334
Staff 27,2022-11-22 10:13:07,2022-11-22 15:56:19,0 days 05:43:12,2022-11-22,morning,343.2
Staff 27,2022-11-23 10:16:37,2022-11-23 17:08:06,0 days 06:51:29,2022-11-23,morning,411.48333333333335
Staff 27,2022-11-24 09:53:07,2022-11-24 17:11:54,0 days 07:18:47,2022-11-24,morning,438.78333333333336
Staff 27,2022-11-25 09:05:45,2022-11-25 17:44:27,0 days 08:38:42,2022-11-25,morning,518.7
Staff 27,2022-11-26 11:16:09,2022-11-26 12:54:28,0 days 01:38:19,2022-11-26,morning,98.31666666666666
Staff 27,2022-11-28 10:12:29,2022-11-28 14:08:25,0 days 03:55:56,2022-11-28,morning,235.93333333333334
Staff 27,2022-11-29 10:14:00,2022-11-29 17:52:30,0 days 07:38:30,2022-11-29,morning,458.5
Staff 27,2022-11-30 12:19:31,2022-11-30 17:27:03,0 days 05:07:32,2022-11-30,morning,307.53333333333336
Staff 28,2022-11-01 10:02:21,2022-11-01 17:35:15,0 days 07:32:54,2022-11-01,morning,452.9
Staff 28,2022-11-02 10:01:49,2022-11-02 17:36:15,0 days 07:34:26,2022-11-02,morning,454.43333333333334
Staff 28,2022-11-03 10:10:16,2022-11-03 16:18:28,0 days 06:08:12,2022-11-03,morning,368.2
Staff 28,2022-11-04 09:26:05,2022-11-04 17:38:59,0 days 08:12:54,2022-11-04,morning,492.9
Staff 28,2022-11-05 12:48:16,2022-11-05 12:59:19,0 days 00:11:03,2022-11-05,morning,11.05
Staff 28,2022-11-06 13:33:47,2022-11-06 13:37:53,0 days 00:04:06,2022-11-06,afternoon,4.1
Staff 28,2022-11-07 09:50:28,2022-11-07 17:55:46,0 days 08:05:18,2022-11-07,morning,485.3
Staff 28,2022-11-08 10:00:02,2022-11-08 17:56:26,0 days 07:56:24,2022-11-08,morning,476.4
Staff 28,2022-11-09 10:05:14,2022-11-09 17:54:48,0 days 07:49:34,2022-11-09,morning,469.56666666666666
Staff 28,2022-11-10 10:11:19,2022-11-10 17:41:32,0 days 07:30:13,2022-11-10,morning,450.21666666666664
Staff 28,2022-11-11 09:58:39,2022-11-11 17:13:25,0 days 07:14:46,2022-11-11,morning,434.76666666666665
Staff 28,2022-11-14 10:00:59,2022-11-14 17:03:46,0 days 07:02:47,2022-11-14,morning,422.78333333333336
Staff 28,2022-11-15 10:02:04,2022-11-15 14:36:14,0 days 04:34:10,2022-11-15,morning,274.1666666666667
Staff 28,2022-11-16 10:01:49,2022-11-16 17:23:22,0 days 07:21:33,2022-11-16,morning,441.55
Staff 28,2022-11-17 09:47:20,2022-11-17 16:43:20,0 days 06:56:00,2022-11-17,morning,416.0
Staff 28,2022-11-18 09:59:42,2022-11-18 16:45:02,0 days 06:45:20,2022-11-18,morning,405.3333333333333
Staff 28,2022-11-22 15:55:55,2022-11-22 16:33:16,0 days 00:37:21,2022-11-22,afternoon,37.35
Staff 28,2022-11-23 10:37:42,2022-11-23 17:08:12,0 days 06:30:30,2022-11-23,morning,390.5
Staff 28,2022-11-24 10:12:49,2022-11-24 17:11:09,0 days 06:58:20,2022-11-24,morning,418.3333333333333
Staff 28,2022-11-25 10:10:25,2022-11-25 11:59:28,0 days 01:49:03,2022-11-25,morning,109.05
Staff 28,2022-11-26 09:15:13,2022-11-26 09:15:21,0 days 00:00:08,2022-11-26,morning,0.13333333333333333
Staff 28,2022-11-28 10:12:07,2022-11-28 17:58:12,0 days 07:46:05,2022-11-28,morning,466.0833333333333
Staff 28,2022-11-29 10:03:15,2022-11-29 17:59:13,0 days 07:55:58,2022-11-29,morning,475.96666666666664
Staff 28,2022-11-30 11:11:06,2022-11-30 17:33:23,0 days 06:22:17,2022-11-30,morning,382.28333333333336
Staff 29,2022-11-01 10:00:50,2022-11-01 17:47:21,0 days 07:46:31,2022-11-01,morning,466.51666666666665
Staff 29,2022-11-02 09:35:45,2022-11-02 17:36:34,0 days 08:00:49,2022-11-02,morning,480.81666666666666
Staff 29,2022-11-03 10:10:11,2022-11-03 16:21:30,0 days 06:11:19,2022-11-03,morning,371.31666666666666
Staff 29,2022-11-04 10:03:37,2022-11-04 17:59:52,0 days 07:56:15,2022-11-04,morning,476.25
Staff 29,2022-11-05 09:06:54,2022-11-05 17:22:22,0 days 08:15:28,2022-11-05,morning,495.46666666666664
Staff 29,2022-11-06 10:24:31,2022-11-06 17:51:41,0 days 07:27:10,2022-11-06,morning,447.1666666666667
Staff 29,2022-11-07 09:07:46,2022-11-07 17:58:37,0 days 08:50:51,2022-11-07,morning,530.85
Staff 29,2022-11-08 10:00:32,2022-11-08 17:35:13,0 days 07:34:41,2022-11-08,morning,454.68333333333334
Staff 29,2022-11-09 10:00:35,2022-11-09 17:58:36,0 days 07:58:01,2022-11-09,morning,478.01666666666665
Staff 29,2022-11-10 10:10:46,2022-11-10 17:58:16,0 days 07:47:30,2022-11-10,morning,467.5
Staff 29,2022-11-11 09:59:06,2022-11-11 17:14:31,0 days 07:15:25,2022-11-11,morning,435.4166666666667
Staff 29,2022-11-14 10:21:48,2022-11-14 17:46:34,0 days 07:24:46,2022-11-14,morning,444.76666666666665
Staff 29,2022-11-17 12:09:54,2022-11-17 17:36:47,0 days 05:26:53,2022-11-17,morning,326.8833333333333
Staff 29,2022-11-18 10:15:16,2022-11-18 17:58:12,0 days 07:42:56,2022-11-18,morning,462.93333333333334
Staff 29,2022-11-19 09:01:22,2022-11-19 17:59:53,0 days 08:58:31,2022-11-19,morning,538.5166666666667
Staff 29,2022-11-20 09:00:19,2022-11-20 17:51:49,0 days 08:51:30,2022-11-20,morning,531.5
Staff 29,2022-11-21 09:02:11,2022-11-21 17:59:47,0 days 08:57:36,2022-11-21,morning,537.6
Staff 29,2022-11-22 10:03:38,2022-11-22 17:45:22,0 days 07:41:44,2022-11-22,morning,461.73333333333335
Staff 29,2022-11-23 09:13:45,2022-11-23 17:38:37,0 days 08:24:52,2022-11-23,morning,504.8666666666667
Staff 29,2022-11-24 10:14:40,2022-11-24 17:17:28,0 days 07:02:48,2022-11-24,morning,422.8
Staff 29,2022-11-25 10:10:09,2022-11-25 17:16:21,0 days 07:06:12,2022-11-25,morning,426.2
Staff 29,2022-11-28 10:07:22,2022-11-28 17:59:55,0 days 07:52:33,2022-11-28,morning,472.55
Staff 29,2022-11-29 09:01:15,2022-11-29 17:59:54,0 days 08:58:39,2022-11-29,morning,538.65
Staff 29,2022-11-30 10:02:32,2022-11-30 17:32:06,0 days 07:29:34,2022-11-30,morning,449.56666666666666
Staff 3,2022-11-04 10:24:08,2022-11-04 17:30:27,0 days 07:06:19,2022-11-04,morning,426.31666666666666
Staff 3,2022-11-09 09:54:43,2022-11-09 17:52:33,0 days 07:57:50,2022-11-09,morning,477.8333333333333
Staff 3,2022-11-10 10:16:04,2022-11-10 17:44:10,0 days 07:28:06,2022-11-10,morning,448.1
Staff 3,2022-11-11 09:31:56,2022-11-11 17:56:17,0 days 08:24:21,2022-11-11,morning,504.35
Staff 3,2022-11-14 10:00:54,2022-11-14 17:47:23,0 days 07:46:29,2022-11-14,morning,466.48333333333335
Staff 3,2022-11-15 10:01:49,2022-11-15 17:29:08,0 days 07:27:19,2022-11-15,morning,447.31666666666666
Staff 3,2022-11-16 10:00:51,2022-11-16 16:55:56,0 days 06:55:05,2022-11-16,morning,415.0833333333333
Staff 3,2022-11-17 10:29:22,2022-11-17 15:54:13,0 days 05:24:51,2022-11-17,morning,324.85
Staff 3,2022-11-18 10:14:56,2022-11-18 16:45:24,0 days 06:30:28,2022-11-18,morning,390.46666666666664
Staff 3,2022-11-21 10:02:34,2022-11-21 17:16:50,0 days 07:14:16,2022-11-21,morning,434.26666666666665
Staff 3,2022-11-22 11:18:17,2022-11-22 15:56:27,0 days 04:38:10,2022-11-22,morning,278.1666666666667
Staff 3,2022-11-23 10:08:40,2022-11-23 17:08:07,0 days 06:59:27,2022-11-23,morning,419.45
Staff 3,2022-11-24 09:42:32,2022-11-24 17:01:52,0 days 07:19:20,2022-11-24,morning,439.3333333333333
Staff 3,2022-11-26 09:14:39,2022-11-26 09:15:17,0 days 00:00:38,2022-11-26,morning,0.6333333333333333
Staff 3,2022-11-28 10:13:19,2022-11-28 17:53:36,0 days 07:40:17,2022-11-28,morning,460.28333333333336
Staff 3,2022-11-29 14:02:59,2022-11-29 14:03:02,0 days 00:00:03,2022-11-29,afternoon,0.05
Staff 30,2022-11-01 10:00:50,2022-11-01 17:30:02,0 days 07:29:12,2022-11-01,morning,449.2
Staff 30,2022-11-02 10:02:57,2022-11-02 17:36:19,0 days 07:33:22,2022-11-02,morning,453.3666666666667
Staff 30,2022-11-03 10:11:08,2022-11-03 17:16:34,0 days 07:05:26,2022-11-03,morning,425.43333333333334
Staff 30,2022-11-04 09:58:31,2022-11-04 17:07:28,0 days 07:08:57,2022-11-04,morning,428.95
Staff 30,2022-11-07 09:46:58,2022-11-07 17:58:20,0 days 08:11:22,2022-11-07,morning,491.3666666666667
Staff 30,2022-11-08 10:00:29,2022-11-08 17:14:34,0 days 07:14:05,2022-11-08,morning,434.0833333333333
Staff 30,2022-11-09 09:50:46,2022-11-09 17:51:38,0 days 08:00:52,2022-11-09,morning,480.8666666666667
Staff 30,2022-11-10 09:57:30,2022-11-10 17:52:50,0 days 07:55:20,2022-11-10,morning,475.3333333333333
Staff 30,2022-11-11 09:58:58,2022-11-11 17:59:00,0 days 08:00:02,2022-11-11,morning,480.03333333333336
Staff 30,2022-11-12 09:21:14,2022-11-12 17:58:53,0 days 08:37:39,2022-11-12,morning,517.65
