Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 30,2022-10-21 09:55:01,2022-10-21 17:43:06,0 days 07:48:05,2022-10-21,morning,468.0833333333333
Staff 30,2022-10-23 13:46:18,2022-10-23 14:20:52,0 days 00:34:34,2022-10-23,afternoon,34.56666666666667
Staff 30,2022-10-24 10:01:13,2022-10-24 17:36:26,0 days 07:35:13,2022-10-24,morning,455.21666666666664
Staff 30,2022-10-25 10:01:02,2022-10-25 17:49:12,0 days 07:48:10,2022-10-25,morning,468.1666666666667
Staff 30,2022-10-26 10:12:56,2022-10-26 17:37:26,0 days 07:24:30,2022-10-26,morning,444.5
Staff 30,2022-10-27 09:04:12,2022-10-27 17:36:19,0 days 08:32:07,2022-10-27,morning,512.1166666666667
Staff 30,2022-10-28 09:42:48,2022-10-28 17:41:14,0 days 07:58:26,2022-10-28,morning,478.43333333333334
Staff 30,2022-10-31 10:06:13,2022-10-31 15:32:30,0 days 05:26:17,2022-10-31,morning,326.28333333333336
Staff 31,2022-10-01 09:00:07,2022-10-01 17:55:52,0 days 08:55:45,2022-10-01,morning,535.75
Staff 31,2022-10-02 09:00:22,2022-10-02 17:57:40,0 days 08:57:18,2022-10-02,morning,537.3
Staff 31,2022-10-03 09:01:24,2022-10-03 17:26:51,0 days 08:25:27,2022-10-03,morning,505.45
Staff 31,2022-10-04 10:01:21,2022-10-04 17:39:37,0 days 07:38:16,2022-10-04,morning,458.26666666666665
Staff 31,2022-10-05 09:57:31,2022-10-05 17:35:33,0 days 07:38:02,2022-10-05,morning,458.03333333333336
Staff 31,2022-10-06 10:06:10,2022-10-06 10:06:12,0 days 00:00:02,2022-10-06,morning,0.03333333333333333
Staff 31,2022-10-07 09:59:16,2022-10-07 17:04:04,0 days 07:04:48,2022-10-07,morning,424.8
Staff 31,2022-10-10 10:10:25,2022-10-10 16:43:55,0 days 06:33:30,2022-10-10,morning,393.5
Staff 31,2022-10-11 10:13:52,2022-10-11 17:18:22,0 days 07:04:30,2022-10-11,morning,424.5
Staff 31,2022-10-12 10:10:09,2022-10-12 17:37:12,0 days 07:27:03,2022-10-12,morning,447.05
Staff 31,2022-10-13 09:28:23,2022-10-13 17:40:00,0 days 08:11:37,2022-10-13,morning,491.6166666666667
Staff 31,2022-10-14 11:27:36,2022-10-14 17:19:41,0 days 05:52:05,2022-10-14,morning,352.0833333333333
Staff 31,2022-10-15 09:02:44,2022-10-15 14:54:20,0 days 05:51:36,2022-10-15,morning,351.6
Staff 31,2022-10-16 13:37:30,2022-10-16 16:51:05,0 days 03:13:35,2022-10-16,afternoon,193.58333333333334
Staff 31,2022-10-17 09:46:36,2022-10-17 17:20:20,0 days 07:33:44,2022-10-17,morning,453.73333333333335
Staff 31,2022-10-18 09:56:23,2022-10-18 16:53:45,0 days 06:57:22,2022-10-18,morning,417.3666666666667
Staff 31,2022-10-19 10:17:11,2022-10-19 16:45:28,0 days 06:28:17,2022-10-19,morning,388.28333333333336
Staff 31,2022-10-20 09:56:23,2022-10-20 17:35:18,0 days 07:38:55,2022-10-20,morning,458.9166666666667
Staff 31,2022-10-21 09:15:01,2022-10-21 17:14:19,0 days 07:59:18,2022-10-21,morning,479.3
Staff 31,2022-10-24 10:02:50,2022-10-24 17:35:39,0 days 07:32:49,2022-10-24,morning,452.81666666666666
Staff 31,2022-10-25 10:02:19,2022-10-25 17:45:05,0 days 07:42:46,2022-10-25,morning,462.76666666666665
Staff 31,2022-10-26 10:11:42,2022-10-26 17:36:38,0 days 07:24:56,2022-10-26,morning,444.93333333333334
Staff 31,2022-10-27 09:00:28,2022-10-27 17:59:58,0 days 08:59:30,2022-10-27,morning,539.5
Staff 31,2022-10-28 09:42:30,2022-10-28 16:52:43,0 days 07:10:13,2022-10-28,morning,430.21666666666664
Staff 31,2022-10-31 10:22:50,2022-10-31 17:45:15,0 days 07:22:25,2022-10-31,morning,442.4166666666667
Staff 32,2022-10-03 10:48:03,2022-10-03 17:26:47,0 days 06:38:44,2022-10-03,morning,398.73333333333335
Staff 32,2022-10-04 10:01:14,2022-10-04 17:41:47,0 days 07:40:33,2022-10-04,morning,460.55
Staff 32,2022-10-05 10:05:28,2022-10-05 17:56:02,0 days 07:50:34,2022-10-05,morning,470.56666666666666
Staff 32,2022-10-06 10:09:30,2022-10-06 17:26:35,0 days 07:17:05,2022-10-06,morning,437.0833333333333
Staff 32,2022-10-07 09:46:10,2022-10-07 17:54:41,0 days 08:08:31,2022-10-07,morning,488.51666666666665
Staff 32,2022-10-10 10:02:30,2022-10-10 17:59:10,0 days 07:56:40,2022-10-10,morning,476.6666666666667
Staff 32,2022-10-11 09:00:11,2022-10-11 17:49:59,0 days 08:49:48,2022-10-11,morning,529.8
Staff 32,2022-10-12 10:14:35,2022-10-12 16:32:38,0 days 06:18:03,2022-10-12,morning,378.05
Staff 32,2022-10-13 09:28:07,2022-10-13 17:05:03,0 days 07:36:56,2022-10-13,morning,456.93333333333334
Staff 32,2022-10-14 09:52:12,2022-10-14 16:55:32,0 days 07:03:20,2022-10-14,morning,423.3333333333333
Staff 32,2022-10-17 09:56:42,2022-10-17 17:04:58,0 days 07:08:16,2022-10-17,morning,428.26666666666665
Staff 32,2022-10-18 10:01:11,2022-10-18 17:42:15,0 days 07:41:04,2022-10-18,morning,461.06666666666666
Staff 32,2022-10-19 09:05:14,2022-10-19 17:01:09,0 days 07:55:55,2022-10-19,morning,475.9166666666667
Staff 32,2022-10-20 10:05:31,2022-10-20 17:31:51,0 days 07:26:20,2022-10-20,morning,446.3333333333333
Staff 32,2022-10-21 09:54:50,2022-10-21 17:05:55,0 days 07:11:05,2022-10-21,morning,431.0833333333333
Staff 32,2022-10-24 10:37:02,2022-10-24 16:05:57,0 days 05:28:55,2022-10-24,morning,328.9166666666667
Staff 32,2022-10-25 10:26:50,2022-10-25 17:59:45,0 days 07:32:55,2022-10-25,morning,452.9166666666667
Staff 32,2022-10-26 09:27:01,2022-10-26 17:19:55,0 days 07:52:54,2022-10-26,morning,472.9
Staff 32,2022-10-27 10:32:56,2022-10-27 17:59:57,0 days 07:27:01,2022-10-27,morning,447.01666666666665
Staff 32,2022-10-28 09:42:28,2022-10-28 17:18:57,0 days 07:36:29,2022-10-28,morning,456.48333333333335
Staff 32,2022-10-31 09:28:30,2022-10-31 15:31:23,0 days 06:02:53,2022-10-31,morning,362.8833333333333
Staff 33,2022-10-03 09:44:14,2022-10-03 15:43:42,0 days 05:59:28,2022-10-03,morning,359.46666666666664
Staff 33,2022-10-04 10:01:05,2022-10-04 16:22:48,0 days 06:21:43,2022-10-04,morning,381.71666666666664
Staff 33,2022-10-05 10:22:32,2022-10-05 15:08:27,0 days 04:45:55,2022-10-05,morning,285.9166666666667
Staff 33,2022-10-06 10:06:38,2022-10-06 16:52:48,0 days 06:46:10,2022-10-06,morning,406.1666666666667
Staff 33,2022-10-07 09:47:07,2022-10-07 17:50:25,0 days 08:03:18,2022-10-07,morning,483.3
Staff 33,2022-10-08 13:28:14,2022-10-08 15:14:02,0 days 01:45:48,2022-10-08,afternoon,105.8
Staff 33,2022-10-09 09:47:10,2022-10-09 16:30:39,0 days 06:43:29,2022-10-09,morning,403.48333333333335
Staff 33,2022-10-10 09:32:03,2022-10-10 17:01:10,0 days 07:29:07,2022-10-10,morning,449.1166666666667
Staff 33,2022-10-11 10:06:15,2022-10-11 17:59:54,0 days 07:53:39,2022-10-11,morning,473.65
Staff 33,2022-10-12 10:04:22,2022-10-12 17:41:33,0 days 07:37:11,2022-10-12,morning,457.18333333333334
Staff 33,2022-10-13 10:02:49,2022-10-13 17:16:44,0 days 07:13:55,2022-10-13,morning,433.9166666666667
Staff 33,2022-10-14 09:52:25,2022-10-14 17:46:57,0 days 07:54:32,2022-10-14,morning,474.53333333333336
Staff 33,2022-10-15 09:00:26,2022-10-15 17:58:42,0 days 08:58:16,2022-10-15,morning,538.2666666666667
Staff 33,2022-10-16 09:03:05,2022-10-16 17:55:49,0 days 08:52:44,2022-10-16,morning,532.7333333333333
Staff 33,2022-10-17 09:32:20,2022-10-17 17:20:16,0 days 07:47:56,2022-10-17,morning,467.93333333333334
Staff 33,2022-10-18 10:03:22,2022-10-18 17:02:23,0 days 06:59:01,2022-10-18,morning,419.01666666666665
Staff 33,2022-10-19 10:13:55,2022-10-19 16:26:18,0 days 06:12:23,2022-10-19,morning,372.3833333333333
Staff 33,2022-10-20 09:56:15,2022-10-20 17:21:07,0 days 07:24:52,2022-10-20,morning,444.8666666666667
Staff 33,2022-10-21 10:04:02,2022-10-21 17:10:11,0 days 07:06:09,2022-10-21,morning,426.15
Staff 33,2022-10-24 10:02:40,2022-10-24 17:35:07,0 days 07:32:27,2022-10-24,morning,452.45
Staff 33,2022-10-25 10:01:00,2022-10-25 17:46:04,0 days 07:45:04,2022-10-25,morning,465.06666666666666
Staff 33,2022-10-26 10:35:17,2022-10-26 17:33:34,0 days 06:58:17,2022-10-26,morning,418.28333333333336
Staff 33,2022-10-27 09:59:58,2022-10-27 17:56:44,0 days 07:56:46,2022-10-27,morning,476.76666666666665
Staff 33,2022-10-28 09:26:59,2022-10-28 17:14:57,0 days 07:47:58,2022-10-28,morning,467.96666666666664
Staff 33,2022-10-30 12:25:18,2022-10-30 15:37:16,0 days 03:11:58,2022-10-30,morning,191.96666666666667
Staff 33,2022-10-31 09:51:06,2022-10-31 15:24:50,0 days 05:33:44,2022-10-31,morning,333.73333333333335
Staff 34,2022-10-03 10:08:01,2022-10-03 17:26:46,0 days 07:18:45,2022-10-03,morning,438.75
Staff 34,2022-10-04 10:02:02,2022-10-04 17:41:48,0 days 07:39:46,2022-10-04,morning,459.76666666666665
Staff 34,2022-10-05 10:04:02,2022-10-05 17:56:51,0 days 07:52:49,2022-10-05,morning,472.81666666666666
Staff 34,2022-10-06 09:00:25,2022-10-06 17:58:49,0 days 08:58:24,2022-10-06,morning,538.4
Staff 34,2022-10-07 09:11:29,2022-10-07 17:03:54,0 days 07:52:25,2022-10-07,morning,472.4166666666667
Staff 34,2022-10-10 13:17:16,2022-10-10 16:47:25,0 days 03:30:09,2022-10-10,afternoon,210.15
Staff 34,2022-10-11 10:12:17,2022-10-11 17:35:09,0 days 07:22:52,2022-10-11,morning,442.8666666666667
Staff 34,2022-10-12 10:13:01,2022-10-12 17:07:01,0 days 06:54:00,2022-10-12,morning,414.0
Staff 34,2022-10-13 10:14:44,2022-10-13 17:04:59,0 days 06:50:15,2022-10-13,morning,410.25
Staff 34,2022-10-14 10:08:13,2022-10-14 16:55:02,0 days 06:46:49,2022-10-14,morning,406.81666666666666
Staff 34,2022-10-17 10:12:58,2022-10-17 17:22:07,0 days 07:09:09,2022-10-17,morning,429.15
Staff 34,2022-10-18 09:56:25,2022-10-18 16:53:43,0 days 06:57:18,2022-10-18,morning,417.3
Staff 34,2022-10-19 10:14:20,2022-10-19 16:48:32,0 days 06:34:12,2022-10-19,morning,394.2
Staff 34,2022-10-20 09:56:56,2022-10-20 17:31:43,0 days 07:34:47,2022-10-20,morning,454.78333333333336
Staff 34,2022-10-21 10:04:03,2022-10-21 17:10:14,0 days 07:06:11,2022-10-21,morning,426.18333333333334
Staff 34,2022-10-24 10:02:23,2022-10-24 17:36:08,0 days 07:33:45,2022-10-24,morning,453.75
Staff 34,2022-10-25 10:01:08,2022-10-25 17:45:02,0 days 07:43:54,2022-10-25,morning,463.9
Staff 34,2022-10-26 10:14:21,2022-10-26 17:36:12,0 days 07:21:51,2022-10-26,morning,441.85
Staff 34,2022-10-27 09:14:31,2022-10-27 17:05:10,0 days 07:50:39,2022-10-27,morning,470.65
Staff 34,2022-10-28 10:12:54,2022-10-28 17:15:12,0 days 07:02:18,2022-10-28,morning,422.3
Staff 34,2022-10-31 10:22:31,2022-10-31 17:34:14,0 days 07:11:43,2022-10-31,morning,431.71666666666664
Staff 35,2022-10-03 10:05:52,2022-10-03 17:26:22,0 days 07:20:30,2022-10-03,morning,440.5
Staff 35,2022-10-04 10:01:02,2022-10-04 17:39:25,0 days 07:38:23,2022-10-04,morning,458.3833333333333
Staff 35,2022-10-05 09:59:33,2022-10-05 17:56:10,0 days 07:56:37,2022-10-05,morning,476.6166666666667
Staff 35,2022-10-06 09:14:52,2022-10-06 17:34:04,0 days 08:19:12,2022-10-06,morning,499.2
Staff 35,2022-10-07 10:04:50,2022-10-07 17:54:32,0 days 07:49:42,2022-10-07,morning,469.7
Staff 35,2022-10-10 09:35:50,2022-10-10 17:57:14,0 days 08:21:24,2022-10-10,morning,501.4
Staff 35,2022-10-11 09:03:26,2022-10-11 17:42:15,0 days 08:38:49,2022-10-11,morning,518.8166666666667
Staff 35,2022-10-12 10:11:53,2022-10-12 17:30:26,0 days 07:18:33,2022-10-12,morning,438.55
Staff 35,2022-10-17 10:05:10,2022-10-17 17:20:39,0 days 07:15:29,2022-10-17,morning,435.48333333333335
Staff 35,2022-10-18 09:56:44,2022-10-18 14:59:01,0 days 05:02:17,2022-10-18,morning,302.28333333333336
Staff 35,2022-10-19 10:15:48,2022-10-19 17:42:14,0 days 07:26:26,2022-10-19,morning,446.43333333333334
Staff 35,2022-10-20 09:56:15,2022-10-20 17:32:06,0 days 07:35:51,2022-10-20,morning,455.85
Staff 35,2022-10-21 10:43:12,2022-10-21 17:10:31,0 days 06:27:19,2022-10-21,morning,387.31666666666666
Staff 35,2022-10-24 10:02:50,2022-10-24 17:22:02,0 days 07:19:12,2022-10-24,morning,439.2
Staff 35,2022-10-25 10:02:24,2022-10-25 17:13:58,0 days 07:11:34,2022-10-25,morning,431.56666666666666
Staff 35,2022-10-26 10:10:43,2022-10-26 17:32:49,0 days 07:22:06,2022-10-26,morning,442.1
Staff 35,2022-10-27 09:59:50,2022-10-27 17:58:39,0 days 07:58:49,2022-10-27,morning,478.81666666666666
Staff 35,2022-10-28 09:42:10,2022-10-28 17:15:10,0 days 07:33:00,2022-10-28,morning,453.0
Staff 35,2022-10-31 09:28:31,2022-10-31 17:55:55,0 days 08:27:24,2022-10-31,morning,507.4
Staff 5,2022-10-03 10:05:41,2022-10-03 17:59:55,0 days 07:54:14,2022-10-03,morning,474.23333333333335
Staff 5,2022-10-04 10:01:02,2022-10-04 17:36:22,0 days 07:35:20,2022-10-04,morning,455.3333333333333
Staff 5,2022-10-05 10:17:54,2022-10-05 15:37:22,0 days 05:19:28,2022-10-05,morning,319.46666666666664
Staff 5,2022-10-06 09:57:39,2022-10-06 15:50:24,0 days 05:52:45,2022-10-06,morning,352.75
Staff 5,2022-10-07 09:57:35,2022-10-07 17:49:18,0 days 07:51:43,2022-10-07,morning,471.71666666666664
Staff 5,2022-10-08 09:09:20,2022-10-08 14:46:15,0 days 05:36:55,2022-10-08,morning,336.9166666666667
Staff 5,2022-10-09 09:31:24,2022-10-09 16:56:26,0 days 07:25:02,2022-10-09,morning,445.03333333333336
Staff 5,2022-10-10 09:37:37,2022-10-10 17:10:37,0 days 07:33:00,2022-10-10,morning,453.0
Staff 5,2022-10-11 10:04:40,2022-10-11 17:31:41,0 days 07:27:01,2022-10-11,morning,447.01666666666665
Staff 5,2022-10-12 10:10:14,2022-10-12 17:47:56,0 days 07:37:42,2022-10-12,morning,457.7
Staff 5,2022-10-13 09:00:04,2022-10-13 17:05:10,0 days 08:05:06,2022-10-13,morning,485.1
Staff 5,2022-10-14 09:50:56,2022-10-14 17:17:37,0 days 07:26:41,2022-10-14,morning,446.68333333333334
Staff 5,2022-10-17 10:10:02,2022-10-17 17:15:58,0 days 07:05:56,2022-10-17,morning,425.93333333333334
Staff 5,2022-10-18 10:01:22,2022-10-18 17:15:22,0 days 07:14:00,2022-10-18,morning,434.0
Staff 6,2022-10-03 10:09:18,2022-10-03 17:22:50,0 days 07:13:32,2022-10-03,morning,433.53333333333336
Staff 6,2022-10-04 09:47:45,2022-10-04 16:20:54,0 days 06:33:09,2022-10-04,morning,393.15
Staff 6,2022-10-05 10:20:08,2022-10-05 17:35:53,0 days 07:15:45,2022-10-05,morning,435.75
Staff 6,2022-10-06 10:09:55,2022-10-06 17:33:57,0 days 07:24:02,2022-10-06,morning,444.03333333333336
Staff 6,2022-10-07 09:32:49,2022-10-07 15:21:15,0 days 05:48:26,2022-10-07,morning,348.43333333333334
Staff 6,2022-10-10 10:38:22,2022-10-10 17:06:23,0 days 06:28:01,2022-10-10,morning,388.01666666666665
Staff 6,2022-10-11 10:03:17,2022-10-11 17:55:46,0 days 07:52:29,2022-10-11,morning,472.48333333333335
Staff 6,2022-10-12 09:06:33,2022-10-12 17:43:19,0 days 08:36:46,2022-10-12,morning,516.7666666666667
Staff 6,2022-10-13 10:05:35,2022-10-13 17:37:25,0 days 07:31:50,2022-10-13,morning,451.8333333333333
Staff 6,2022-10-14 09:50:56,2022-10-14 17:17:20,0 days 07:26:24,2022-10-14,morning,446.4
Staff 6,2022-10-17 10:10:10,2022-10-17 17:19:21,0 days 07:09:11,2022-10-17,morning,429.18333333333334
Staff 6,2022-10-18 09:56:24,2022-10-18 17:40:57,0 days 07:44:33,2022-10-18,morning,464.55
Staff 6,2022-10-19 10:14:40,2022-10-19 17:13:48,0 days 06:59:08,2022-10-19,morning,419.1333333333333
Staff 6,2022-10-20 09:56:33,2022-10-20 17:09:27,0 days 07:12:54,2022-10-20,morning,432.9
Staff 6,2022-10-21 09:54:52,2022-10-21 17:15:20,0 days 07:20:28,2022-10-21,morning,440.46666666666664
Staff 6,2022-10-24 10:01:01,2022-10-24 17:36:26,0 days 07:35:25,2022-10-24,morning,455.4166666666667
Staff 6,2022-10-25 10:07:24,2022-10-25 17:47:59,0 days 07:40:35,2022-10-25,morning,460.5833333333333
Staff 6,2022-10-26 10:11:36,2022-10-26 17:36:00,0 days 07:24:24,2022-10-26,morning,444.4
Staff 6,2022-10-27 09:15:50,2022-10-27 17:00:56,0 days 07:45:06,2022-10-27,morning,465.1
Staff 6,2022-10-28 09:42:15,2022-10-28 17:22:56,0 days 07:40:41,2022-10-28,morning,460.68333333333334
Staff 6,2022-10-31 09:50:37,2022-10-31 15:04:44,0 days 05:14:07,2022-10-31,morning,314.1166666666667
Staff 7,2022-10-03 10:05:17,2022-10-03 17:01:31,0 days 06:56:14,2022-10-03,morning,416.23333333333335
Staff 7,2022-10-04 10:02:09,2022-10-04 14:16:47,0 days 04:14:38,2022-10-04,morning,254.63333333333333
Staff 7,2022-10-05 09:57:45,2022-10-05 17:59:52,0 days 08:02:07,2022-10-05,morning,482.1166666666667
Staff 7,2022-10-06 09:57:38,2022-10-06 15:00:38,0 days 05:03:00,2022-10-06,morning,303.0
Staff 7,2022-10-07 09:46:32,2022-10-07 15:17:55,0 days 05:31:23,2022-10-07,morning,331.3833333333333
Staff 7,2022-10-10 10:34:57,2022-10-10 13:27:05,0 days 02:52:08,2022-10-10,morning,172.13333333333333
Staff 7,2022-10-11 10:13:07,2022-10-11 15:28:57,0 days 05:15:50,2022-10-11,morning,315.8333333333333
Staff 7,2022-10-12 10:12:08,2022-10-12 17:54:16,0 days 07:42:08,2022-10-12,morning,462.1333333333333
Staff 7,2022-10-13 09:06:04,2022-10-13 16:40:23,0 days 07:34:19,2022-10-13,morning,454.31666666666666
Staff 7,2022-10-14 09:51:59,2022-10-14 11:46:25,0 days 01:54:26,2022-10-14,morning,114.43333333333334
Staff 7,2022-10-17 11:04:47,2022-10-17 17:20:39,0 days 06:15:52,2022-10-17,morning,375.8666666666667
Staff 7,2022-10-18 09:19:17,2022-10-18 17:44:20,0 days 08:25:03,2022-10-18,morning,505.05
Staff 7,2022-10-19 09:01:33,2022-10-19 17:42:17,0 days 08:40:44,2022-10-19,morning,520.7333333333333
Staff 7,2022-10-20 09:37:32,2022-10-20 17:59:54,0 days 08:22:22,2022-10-20,morning,502.3666666666667
Staff 7,2022-10-21 09:54:48,2022-10-21 17:59:41,0 days 08:04:53,2022-10-21,morning,484.8833333333333
Staff 7,2022-10-22 09:01:39,2022-10-22 17:59:56,0 days 08:58:17,2022-10-22,morning,538.2833333333333
Staff 7,2022-10-23 09:02:00,2022-10-23 17:59:58,0 days 08:57:58,2022-10-23,morning,537.9666666666667
Staff 7,2022-10-24 09:00:21,2022-10-24 17:37:15,0 days 08:36:54,2022-10-24,morning,516.9
Staff 7,2022-10-25 09:49:45,2022-10-25 17:53:24,0 days 08:03:39,2022-10-25,morning,483.65
Staff 7,2022-10-26 09:11:13,2022-10-26 17:36:13,0 days 08:25:00,2022-10-26,morning,505.0
Staff 7,2022-10-27 09:35:05,2022-10-27 16:41:25,0 days 07:06:20,2022-10-27,morning,426.3333333333333
Staff 7,2022-10-28 10:09:05,2022-10-28 17:50:47,0 days 07:41:42,2022-10-28,morning,461.7
Staff 7,2022-10-31 10:22:02,2022-10-31 17:58:05,0 days 07:36:03,2022-10-31,morning,456.05
Staff 8,2022-10-03 10:05:13,2022-10-03 17:26:50,0 days 07:21:37,2022-10-03,morning,441.6166666666667
Staff 8,2022-10-04 10:01:17,2022-10-04 17:39:18,0 days 07:38:01,2022-10-04,morning,458.01666666666665
Staff 8,2022-10-05 10:04:04,2022-10-05 17:30:33,0 days 07:26:29,2022-10-05,morning,446.48333333333335
Staff 8,2022-10-06 10:05:57,2022-10-06 17:34:26,0 days 07:28:29,2022-10-06,morning,448.48333333333335
Staff 8,2022-10-07 10:39:27,2022-10-07 17:39:58,0 days 07:00:31,2022-10-07,morning,420.51666666666665
Staff 8,2022-10-10 10:02:21,2022-10-10 17:57:12,0 days 07:54:51,2022-10-10,morning,474.85
Staff 8,2022-10-11 09:03:47,2022-10-11 17:59:54,0 days 08:56:07,2022-10-11,morning,536.1166666666667
Staff 8,2022-10-12 09:07:46,2022-10-12 17:06:56,0 days 07:59:10,2022-10-12,morning,479.1666666666667
Staff 8,2022-10-13 09:28:23,2022-10-13 17:04:41,0 days 07:36:18,2022-10-13,morning,456.3
Staff 8,2022-10-14 09:53:16,2022-10-14 17:16:33,0 days 07:23:17,2022-10-14,morning,443.28333333333336
Staff 8,2022-10-17 09:45:20,2022-10-17 17:18:49,0 days 07:33:29,2022-10-17,morning,453.48333333333335
Staff 8,2022-10-18 09:56:27,2022-10-18 17:44:10,0 days 07:47:43,2022-10-18,morning,467.71666666666664
Staff 8,2022-10-19 10:19:25,2022-10-19 17:51:43,0 days 07:32:18,2022-10-19,morning,452.3
Staff 8,2022-10-20 10:01:29,2022-10-20 17:53:15,0 days 07:51:46,2022-10-20,morning,471.76666666666665
Staff 8,2022-10-21 09:26:50,2022-10-21 17:57:29,0 days 08:30:39,2022-10-21,morning,510.65
Staff 8,2022-10-22 12:13:31,2022-10-22 17:55:09,0 days 05:41:38,2022-10-22,morning,341.6333333333333
Staff 8,2022-10-23 11:01:54,2022-10-23 17:35:28,0 days 06:33:34,2022-10-23,morning,393.56666666666666
Staff 8,2022-10-24 09:05:25,2022-10-24 17:59:57,0 days 08:54:32,2022-10-24,morning,534.5333333333333
Staff 8,2022-10-25 09:00:07,2022-10-25 17:58:40,0 days 08:58:33,2022-10-25,morning,538.55
Staff 8,2022-10-26 10:12:55,2022-10-26 17:59:01,0 days 07:46:06,2022-10-26,morning,466.1
Staff 8,2022-10-27 09:34:19,2022-10-27 16:41:53,0 days 07:07:34,2022-10-27,morning,427.56666666666666
Staff 8,2022-10-28 09:42:41,2022-10-28 17:41:13,0 days 07:58:32,2022-10-28,morning,478.53333333333336
Staff 8,2022-10-31 10:21:34,2022-10-31 17:40:36,0 days 07:19:02,2022-10-31,morning,439.03333333333336
Staff 9,2022-10-01 11:03:41,2022-10-01 16:42:17,0 days 05:38:36,2022-10-01,morning,338.6
Staff 9,2022-10-03 10:05:17,2022-10-03 17:25:57,0 days 07:20:40,2022-10-03,morning,440.6666666666667
Staff 9,2022-10-04 10:03:36,2022-10-04 17:36:33,0 days 07:32:57,2022-10-04,morning,452.95
Staff 9,2022-10-05 10:04:02,2022-10-05 17:53:16,0 days 07:49:14,2022-10-05,morning,469.23333333333335
Staff 9,2022-10-06 10:06:00,2022-10-06 17:33:50,0 days 07:27:50,2022-10-06,morning,447.8333333333333
Staff 9,2022-10-07 10:11:05,2022-10-07 16:57:39,0 days 06:46:34,2022-10-07,morning,406.56666666666666
Staff 9,2022-10-10 10:04:09,2022-10-10 17:49:29,0 days 07:45:20,2022-10-10,morning,465.3333333333333
Staff 9,2022-10-11 09:08:32,2022-10-11 17:59:46,0 days 08:51:14,2022-10-11,morning,531.2333333333333
Staff 9,2022-10-12 09:25:39,2022-10-12 17:58:54,0 days 08:33:15,2022-10-12,morning,513.25
Staff 9,2022-10-13 09:03:13,2022-10-13 17:57:17,0 days 08:54:04,2022-10-13,morning,534.0666666666667
Staff 9,2022-10-14 09:00:37,2022-10-14 16:21:08,0 days 07:20:31,2022-10-14,morning,440.51666666666665
Staff 9,2022-10-17 09:58:48,2022-10-17 17:20:20,0 days 07:21:32,2022-10-17,morning,441.53333333333336
Staff 9,2022-10-18 10:06:03,2022-10-18 17:59:33,0 days 07:53:30,2022-10-18,morning,473.5
Staff 9,2022-10-19 09:00:49,2022-10-19 17:20:06,0 days 08:19:17,2022-10-19,morning,499.28333333333336
Staff 9,2022-10-20 09:55:55,2022-10-20 17:32:06,0 days 07:36:11,2022-10-20,morning,456.18333333333334
Staff 9,2022-10-21 10:01:30,2022-10-21 17:07:54,0 days 07:06:24,2022-10-21,morning,426.4
Staff 9,2022-10-24 10:05:21,2022-10-24 17:38:04,0 days 07:32:43,2022-10-24,morning,452.71666666666664
Staff 9,2022-10-25 10:00:42,2022-10-25 17:43:04,0 days 07:42:22,2022-10-25,morning,462.3666666666667
Staff 9,2022-10-26 10:29:34,2022-10-26 17:27:53,0 days 06:58:19,2022-10-26,morning,418.31666666666666
Staff 9,2022-10-27 10:03:14,2022-10-27 17:38:12,0 days 07:34:58,2022-10-27,morning,454.96666666666664
Staff 9,2022-10-28 10:16:37,2022-10-28 17:22:55,0 days 07:06:18,2022-10-28,morning,426.3
Staff 9,2022-10-31 09:50:32,2022-10-31 17:59:59,0 days 08:09:27,2022-10-31,morning,489.45
