Staff,starttime,endtime,work_length,date,tod,work_length_minutes
Staff 17,2023-02-20 10:06:44,2023-02-20 16:43:21,0 days 06:36:37,2023-02-20,morning,396.6166666666667
Staff 17,2023-02-21 09:42:30,2023-02-21 17:36:17,0 days 07:53:47,2023-02-21,morning,473.78333333333336
Staff 17,2023-02-22 10:00:26,2023-02-22 17:54:05,0 days 07:53:39,2023-02-22,morning,473.65
Staff 17,2023-02-23 09:27:25,2023-02-23 13:21:21,0 days 03:53:56,2023-02-23,morning,233.93333333333334
Staff 17,2023-02-24 10:51:16,2023-02-24 13:20:57,0 days 02:29:41,2023-02-24,morning,149.68333333333334
Staff 17,2023-02-28 11:08:43,2023-02-28 17:05:29,0 days 05:56:46,2023-02-28,morning,356.76666666666665
Staff 18,2023-02-01 09:39:56,2023-02-01 17:47:25,0 days 08:07:29,2023-02-01,morning,487.48333333333335
Staff 18,2023-02-02 10:03:31,2023-02-02 17:05:37,0 days 07:02:06,2023-02-02,morning,422.1
Staff 18,2023-02-03 10:19:28,2023-02-03 17:53:05,0 days 07:33:37,2023-02-03,morning,453.6166666666667
Staff 18,2023-02-04 09:00:41,2023-02-04 17:58:26,0 days 08:57:45,2023-02-04,morning,537.75
Staff 18,2023-02-05 09:04:45,2023-02-05 17:58:16,0 days 08:53:31,2023-02-05,morning,533.5166666666667
Staff 18,2023-02-06 09:02:52,2023-02-06 17:22:16,0 days 08:19:24,2023-02-06,morning,499.4
Staff 18,2023-02-07 09:50:38,2023-02-07 17:32:16,0 days 07:41:38,2023-02-07,morning,461.6333333333333
Staff 18,2023-02-08 09:21:15,2023-02-08 17:53:32,0 days 08:32:17,2023-02-08,morning,512.2833333333333
Staff 18,2023-02-09 09:25:33,2023-02-09 17:51:37,0 days 08:26:04,2023-02-09,morning,506.06666666666666
Staff 18,2023-02-10 10:47:45,2023-02-10 17:49:51,0 days 07:02:06,2023-02-10,morning,422.1
Staff 18,2023-02-13 09:59:50,2023-02-13 17:29:00,0 days 07:29:10,2023-02-13,morning,449.1666666666667
Staff 18,2023-02-14 09:40:15,2023-02-14 16:39:12,0 days 06:58:57,2023-02-14,morning,418.95
Staff 18,2023-02-15 10:01:50,2023-02-15 17:02:56,0 days 07:01:06,2023-02-15,morning,421.1
Staff 18,2023-02-16 10:03:33,2023-02-16 17:15:46,0 days 07:12:13,2023-02-16,morning,432.21666666666664
Staff 18,2023-02-17 09:30:07,2023-02-17 17:24:58,0 days 07:54:51,2023-02-17,morning,474.85
Staff 18,2023-02-20 10:18:49,2023-02-20 17:53:59,0 days 07:35:10,2023-02-20,morning,455.1666666666667
Staff 18,2023-02-21 09:41:10,2023-02-21 17:36:16,0 days 07:55:06,2023-02-21,morning,475.1
Staff 18,2023-02-22 10:01:46,2023-02-22 17:58:45,0 days 07:56:59,2023-02-22,morning,476.98333333333335
Staff 18,2023-02-23 09:02:16,2023-02-23 13:29:43,0 days 04:27:27,2023-02-23,morning,267.45
Staff 19,2023-02-01 09:26:20,2023-02-01 17:59:18,0 days 08:32:58,2023-02-01,morning,512.9666666666667
Staff 19,2023-02-02 09:00:03,2023-02-02 17:17:57,0 days 08:17:54,2023-02-02,morning,497.9
Staff 21,2023-02-02 11:09:06,2023-02-02 16:27:33,0 days 05:18:27,2023-02-02,morning,318.45
Staff 21,2023-02-07 10:48:56,2023-02-07 17:11:12,0 days 06:22:16,2023-02-07,morning,382.26666666666665
Staff 21,2023-02-08 10:02:44,2023-02-08 17:44:53,0 days 07:42:09,2023-02-08,morning,462.15
Staff 21,2023-02-09 10:02:21,2023-02-09 17:51:40,0 days 07:49:19,2023-02-09,morning,469.31666666666666
Staff 21,2023-02-10 10:43:52,2023-02-10 17:57:50,0 days 07:13:58,2023-02-10,morning,433.96666666666664
Staff 21,2023-02-13 09:02:11,2023-02-13 13:40:16,0 days 04:38:05,2023-02-13,morning,278.0833333333333
Staff 21,2023-02-14 09:57:39,2023-02-14 17:03:53,0 days 07:06:14,2023-02-14,morning,426.23333333333335
Staff 21,2023-02-15 09:58:55,2023-02-15 17:06:11,0 days 07:07:16,2023-02-15,morning,427.26666666666665
Staff 21,2023-02-16 10:09:08,2023-02-16 17:15:56,0 days 07:06:48,2023-02-16,morning,426.8
Staff 21,2023-02-17 09:29:52,2023-02-17 14:19:48,0 days 04:49:56,2023-02-17,morning,289.93333333333334
Staff 21,2023-02-20 10:18:38,2023-02-20 17:41:28,0 days 07:22:50,2023-02-20,morning,442.8333333333333
Staff 21,2023-02-21 09:37:04,2023-02-21 17:38:29,0 days 08:01:25,2023-02-21,morning,481.4166666666667
Staff 21,2023-02-22 09:41:21,2023-02-22 17:54:06,0 days 08:12:45,2023-02-22,morning,492.75
Staff 21,2023-02-23 09:55:09,2023-02-23 17:54:44,0 days 07:59:35,2023-02-23,morning,479.5833333333333
Staff 21,2023-02-24 09:40:42,2023-02-24 17:59:53,0 days 08:19:11,2023-02-24,morning,499.18333333333334
Staff 21,2023-02-27 09:56:30,2023-02-27 17:31:44,0 days 07:35:14,2023-02-27,morning,455.23333333333335
Staff 21,2023-02-28 09:33:25,2023-02-28 17:41:22,0 days 08:07:57,2023-02-28,morning,487.95
Staff 26,2023-02-01 10:18:23,2023-02-01 17:46:20,0 days 07:27:57,2023-02-01,morning,447.95
Staff 26,2023-02-02 10:02:43,2023-02-02 17:25:51,0 days 07:23:08,2023-02-02,morning,443.1333333333333
Staff 26,2023-02-03 10:09:37,2023-02-03 17:01:29,0 days 06:51:52,2023-02-03,morning,411.8666666666667
Staff 26,2023-02-06 09:50:47,2023-02-06 17:47:15,0 days 07:56:28,2023-02-06,morning,476.46666666666664
Staff 26,2023-02-07 09:59:48,2023-02-07 17:21:28,0 days 07:21:40,2023-02-07,morning,441.6666666666667
Staff 26,2023-02-08 10:13:20,2023-02-08 17:53:31,0 days 07:40:11,2023-02-08,morning,460.18333333333334
Staff 26,2023-02-09 10:05:14,2023-02-09 17:51:58,0 days 07:46:44,2023-02-09,morning,466.73333333333335
Staff 26,2023-02-10 09:02:20,2023-02-10 17:53:52,0 days 08:51:32,2023-02-10,morning,531.5333333333333
Staff 26,2023-02-13 09:27:15,2023-02-13 17:43:57,0 days 08:16:42,2023-02-13,morning,496.7
Staff 26,2023-02-14 09:41:53,2023-02-14 17:06:23,0 days 07:24:30,2023-02-14,morning,444.5
Staff 26,2023-02-15 09:53:06,2023-02-15 17:06:18,0 days 07:13:12,2023-02-15,morning,433.2
Staff 26,2023-02-16 10:10:16,2023-02-16 17:15:24,0 days 07:05:08,2023-02-16,morning,425.1333333333333
Staff 26,2023-02-17 10:03:07,2023-02-17 17:42:17,0 days 07:39:10,2023-02-17,morning,459.1666666666667
Staff 26,2023-02-20 10:06:16,2023-02-20 17:31:53,0 days 07:25:37,2023-02-20,morning,445.6166666666667
Staff 26,2023-02-21 09:48:14,2023-02-21 17:36:04,0 days 07:47:50,2023-02-21,morning,467.8333333333333
Staff 26,2023-02-22 10:04:56,2023-02-22 17:13:49,0 days 07:08:53,2023-02-22,morning,428.8833333333333
Staff 26,2023-02-23 09:58:59,2023-02-23 17:51:22,0 days 07:52:23,2023-02-23,morning,472.3833333333333
Staff 26,2023-02-24 10:01:13,2023-02-24 17:19:09,0 days 07:17:56,2023-02-24,morning,437.93333333333334
Staff 26,2023-02-27 10:05:16,2023-02-27 17:48:15,0 days 07:42:59,2023-02-27,morning,462.98333333333335
Staff 26,2023-02-28 10:11:36,2023-02-28 17:41:18,0 days 07:29:42,2023-02-28,morning,449.7
Staff 27,2023-02-01 09:31:24,2023-02-01 17:46:52,0 days 08:15:28,2023-02-01,morning,495.46666666666664
Staff 27,2023-02-02 10:03:44,2023-02-02 17:55:02,0 days 07:51:18,2023-02-02,morning,471.3
Staff 27,2023-02-03 09:51:35,2023-02-03 17:53:39,0 days 08:02:04,2023-02-03,morning,482.06666666666666
Staff 27,2023-02-06 10:02:52,2023-02-06 17:21:49,0 days 07:18:57,2023-02-06,morning,438.95
Staff 27,2023-02-07 10:10:37,2023-02-07 17:32:07,0 days 07:21:30,2023-02-07,morning,441.5
Staff 27,2023-02-08 09:31:51,2023-02-08 17:53:28,0 days 08:21:37,2023-02-08,morning,501.6166666666667
Staff 27,2023-02-09 10:04:47,2023-02-09 17:57:57,0 days 07:53:10,2023-02-09,morning,473.1666666666667
Staff 27,2023-02-10 10:03:13,2023-02-10 17:07:08,0 days 07:03:55,2023-02-10,morning,423.9166666666667
Staff 27,2023-02-11 09:00:40,2023-02-11 17:59:58,0 days 08:59:18,2023-02-11,morning,539.3
Staff 27,2023-02-12 09:00:12,2023-02-12 17:59:45,0 days 08:59:33,2023-02-12,morning,539.55
Staff 27,2023-02-13 09:00:26,2023-02-13 17:43:56,0 days 08:43:30,2023-02-13,morning,523.5
Staff 27,2023-02-14 09:37:40,2023-02-14 17:03:46,0 days 07:26:06,2023-02-14,morning,446.1
Staff 27,2023-02-15 09:59:04,2023-02-15 16:59:35,0 days 07:00:31,2023-02-15,morning,420.51666666666665
Staff 27,2023-02-16 10:03:31,2023-02-16 17:15:00,0 days 07:11:29,2023-02-16,morning,431.48333333333335
Staff 27,2023-02-17 09:30:13,2023-02-17 13:34:07,0 days 04:03:54,2023-02-17,morning,243.9
Staff 27,2023-02-20 10:06:44,2023-02-20 17:32:32,0 days 07:25:48,2023-02-20,morning,445.8
Staff 27,2023-02-21 09:41:57,2023-02-21 17:58:16,0 days 08:16:19,2023-02-21,morning,496.31666666666666
Staff 27,2023-02-22 09:40:41,2023-02-22 17:54:18,0 days 08:13:37,2023-02-22,morning,493.6166666666667
Staff 27,2023-02-23 09:00:58,2023-02-23 17:49:20,0 days 08:48:22,2023-02-23,morning,528.3666666666667
Staff 27,2023-02-24 09:02:24,2023-02-24 17:52:19,0 days 08:49:55,2023-02-24,morning,529.9166666666666
Staff 27,2023-02-25 12:34:17,2023-02-25 17:58:52,0 days 05:24:35,2023-02-25,morning,324.5833333333333
Staff 27,2023-02-26 14:55:14,2023-02-26 14:55:51,0 days 00:00:37,2023-02-26,afternoon,0.6166666666666667
Staff 27,2023-02-27 09:00:59,2023-02-27 17:01:58,0 days 08:00:59,2023-02-27,morning,480.98333333333335
Staff 27,2023-02-28 09:33:26,2023-02-28 17:37:30,0 days 08:04:04,2023-02-28,morning,484.06666666666666
Staff 28,2023-02-01 10:08:52,2023-02-01 17:43:56,0 days 07:35:04,2023-02-01,morning,455.06666666666666
Staff 28,2023-02-02 10:02:52,2023-02-02 17:21:16,0 days 07:18:24,2023-02-02,morning,438.4
Staff 28,2023-02-03 10:07:24,2023-02-03 17:57:34,0 days 07:50:10,2023-02-03,morning,470.1666666666667
Staff 28,2023-02-06 10:02:43,2023-02-06 17:41:46,0 days 07:39:03,2023-02-06,morning,459.05
Staff 28,2023-02-07 09:44:41,2023-02-07 17:58:17,0 days 08:13:36,2023-02-07,morning,493.6
Staff 28,2023-02-08 10:03:44,2023-02-08 17:51:19,0 days 07:47:35,2023-02-08,morning,467.5833333333333
Staff 28,2023-02-09 10:10:25,2023-02-09 17:36:38,0 days 07:26:13,2023-02-09,morning,446.21666666666664
Staff 28,2023-02-10 10:44:38,2023-02-10 17:43:40,0 days 06:59:02,2023-02-10,morning,419.03333333333336
Staff 28,2023-02-13 09:01:53,2023-02-13 17:52:44,0 days 08:50:51,2023-02-13,morning,530.85
Staff 28,2023-02-14 09:40:43,2023-02-14 17:10:48,0 days 07:30:05,2023-02-14,morning,450.0833333333333
Staff 28,2023-02-15 09:58:54,2023-02-15 17:03:07,0 days 07:04:13,2023-02-15,morning,424.21666666666664
Staff 28,2023-02-16 10:03:32,2023-02-16 17:14:55,0 days 07:11:23,2023-02-16,morning,431.3833333333333
Staff 28,2023-02-17 10:02:55,2023-02-17 17:07:28,0 days 07:04:33,2023-02-17,morning,424.55
Staff 28,2023-02-20 10:04:28,2023-02-20 17:55:12,0 days 07:50:44,2023-02-20,morning,470.73333333333335
Staff 28,2023-02-21 09:36:38,2023-02-21 17:36:34,0 days 07:59:56,2023-02-21,morning,479.93333333333334
Staff 28,2023-02-22 10:00:20,2023-02-22 17:49:59,0 days 07:49:39,2023-02-22,morning,469.65
Staff 28,2023-02-23 09:55:10,2023-02-23 17:15:01,0 days 07:19:51,2023-02-23,morning,439.85
Staff 28,2023-02-24 09:53:49,2023-02-24 17:08:51,0 days 07:15:02,2023-02-24,morning,435.03333333333336
Staff 28,2023-02-27 09:23:10,2023-02-27 17:31:42,0 days 08:08:32,2023-02-27,morning,488.53333333333336
Staff 28,2023-02-28 10:07:10,2023-02-28 17:57:35,0 days 07:50:25,2023-02-28,morning,470.4166666666667
Staff 29,2023-02-01 09:31:05,2023-02-01 15:06:05,0 days 05:35:00,2023-02-01,morning,335.0
Staff 29,2023-02-02 10:03:23,2023-02-02 17:57:24,0 days 07:54:01,2023-02-02,morning,474.01666666666665
Staff 29,2023-02-03 10:07:28,2023-02-03 17:50:26,0 days 07:42:58,2023-02-03,morning,462.96666666666664
Staff 29,2023-02-06 10:02:56,2023-02-06 17:41:58,0 days 07:39:02,2023-02-06,morning,459.03333333333336
Staff 29,2023-02-07 10:05:23,2023-02-07 17:54:57,0 days 07:49:34,2023-02-07,morning,469.56666666666666
Staff 29,2023-02-08 10:07:22,2023-02-08 17:52:06,0 days 07:44:44,2023-02-08,morning,464.73333333333335
Staff 29,2023-02-09 10:06:20,2023-02-09 17:18:54,0 days 07:12:34,2023-02-09,morning,432.56666666666666
Staff 29,2023-02-10 10:43:50,2023-02-10 17:49:48,0 days 07:05:58,2023-02-10,morning,425.96666666666664
Staff 29,2023-02-11 09:00:23,2023-02-11 17:58:15,0 days 08:57:52,2023-02-11,morning,537.8666666666667
Staff 29,2023-02-12 09:15:44,2023-02-12 17:49:31,0 days 08:33:47,2023-02-12,morning,513.7833333333333
Staff 29,2023-02-13 09:01:44,2023-02-13 17:54:27,0 days 08:52:43,2023-02-13,morning,532.7166666666667
Staff 29,2023-02-14 09:37:26,2023-02-14 17:10:39,0 days 07:33:13,2023-02-14,morning,453.21666666666664
Staff 29,2023-02-15 10:01:10,2023-02-15 17:57:37,0 days 07:56:27,2023-02-15,morning,476.45
Staff 29,2023-02-16 10:03:35,2023-02-16 17:22:22,0 days 07:18:47,2023-02-16,morning,438.78333333333336
Staff 29,2023-02-17 10:01:38,2023-02-17 17:53:20,0 days 07:51:42,2023-02-17,morning,471.7
Staff 29,2023-02-20 09:40:22,2023-02-20 17:41:27,0 days 08:01:05,2023-02-20,morning,481.0833333333333
Staff 29,2023-02-21 09:42:37,2023-02-21 17:36:53,0 days 07:54:16,2023-02-21,morning,474.26666666666665
Staff 29,2023-02-22 10:00:15,2023-02-22 17:52:07,0 days 07:51:52,2023-02-22,morning,471.8666666666667
Staff 29,2023-02-23 09:55:10,2023-02-23 17:59:20,0 days 08:04:10,2023-02-23,morning,484.1666666666667
Staff 29,2023-02-24 09:01:04,2023-02-24 17:56:36,0 days 08:55:32,2023-02-24,morning,535.5333333333333
Staff 29,2023-02-27 10:05:18,2023-02-27 17:44:55,0 days 07:39:37,2023-02-27,morning,459.6166666666667
Staff 29,2023-02-28 09:00:13,2023-02-28 17:49:02,0 days 08:48:49,2023-02-28,morning,528.8166666666667
Staff 3,2023-02-01 09:25:41,2023-02-01 16:13:44,0 days 06:48:03,2023-02-01,morning,408.05
Staff 3,2023-02-02 10:04:35,2023-02-02 17:33:24,0 days 07:28:49,2023-02-02,morning,448.81666666666666
Staff 3,2023-02-03 10:08:28,2023-02-03 17:50:16,0 days 07:41:48,2023-02-03,morning,461.8
Staff 3,2023-02-04 09:07:03,2023-02-04 09:07:46,0 days 00:00:43,2023-02-04,morning,0.7166666666666667
Staff 3,2023-02-06 10:03:24,2023-02-06 17:30:58,0 days 07:27:34,2023-02-06,morning,447.56666666666666
Staff 3,2023-02-07 10:03:59,2023-02-07 17:59:43,0 days 07:55:44,2023-02-07,morning,475.73333333333335
Staff 3,2023-02-08 10:07:12,2023-02-08 17:54:11,0 days 07:46:59,2023-02-08,morning,466.98333333333335
Staff 3,2023-02-09 10:04:43,2023-02-09 17:36:36,0 days 07:31:53,2023-02-09,morning,451.8833333333333
Staff 3,2023-02-10 09:09:08,2023-02-10 17:54:26,0 days 08:45:18,2023-02-10,morning,525.3
Staff 3,2023-02-11 10:49:41,2023-02-11 16:32:40,0 days 05:42:59,2023-02-11,morning,342.98333333333335
Staff 3,2023-02-12 13:24:16,2023-02-12 17:49:37,0 days 04:25:21,2023-02-12,afternoon,265.35
Staff 3,2023-02-13 09:59:47,2023-02-13 17:59:41,0 days 07:59:54,2023-02-13,morning,479.9
Staff 3,2023-02-14 09:04:42,2023-02-14 17:13:21,0 days 08:08:39,2023-02-14,morning,488.65
Staff 3,2023-02-15 10:00:56,2023-02-15 17:03:09,0 days 07:02:13,2023-02-15,morning,422.21666666666664
Staff 3,2023-02-16 10:03:25,2023-02-16 17:15:25,0 days 07:12:00,2023-02-16,morning,432.0
Staff 3,2023-02-17 10:01:57,2023-02-17 17:26:34,0 days 07:24:37,2023-02-17,morning,444.6166666666667
Staff 3,2023-02-20 10:18:28,2023-02-20 17:49:41,0 days 07:31:13,2023-02-20,morning,451.21666666666664
Staff 3,2023-02-21 09:42:38,2023-02-21 17:36:10,0 days 07:53:32,2023-02-21,morning,473.53333333333336
Staff 3,2023-02-22 10:34:52,2023-02-22 17:53:32,0 days 07:18:40,2023-02-22,morning,438.6666666666667
Staff 3,2023-02-23 10:03:23,2023-02-23 17:59:01,0 days 07:55:38,2023-02-23,morning,475.6333333333333
Staff 3,2023-02-24 09:53:25,2023-02-24 17:52:31,0 days 07:59:06,2023-02-24,morning,479.1
Staff 3,2023-02-27 09:58:44,2023-02-27 17:13:58,0 days 07:15:14,2023-02-27,morning,435.23333333333335
Staff 3,2023-02-28 10:09:02,2023-02-28 17:49:02,0 days 07:40:00,2023-02-28,morning,460.0
Staff 30,2023-02-01 10:08:59,2023-02-01 17:46:47,0 days 07:37:48,2023-02-01,morning,457.8
Staff 30,2023-02-02 10:05:26,2023-02-02 17:45:15,0 days 07:39:49,2023-02-02,morning,459.81666666666666
Staff 30,2023-02-03 09:07:41,2023-02-03 17:38:14,0 days 08:30:33,2023-02-03,morning,510.55
Staff 30,2023-02-06 10:04:30,2023-02-06 17:47:22,0 days 07:42:52,2023-02-06,morning,462.8666666666667
Staff 30,2023-02-07 09:44:46,2023-02-07 17:32:17,0 days 07:47:31,2023-02-07,morning,467.51666666666665
Staff 30,2023-02-08 09:33:47,2023-02-08 17:51:41,0 days 08:17:54,2023-02-08,morning,497.9
Staff 30,2023-02-09 10:04:44,2023-02-09 17:51:24,0 days 07:46:40,2023-02-09,morning,466.6666666666667
Staff 30,2023-02-10 10:01:54,2023-02-10 17:54:11,0 days 07:52:17,2023-02-10,morning,472.28333333333336
Staff 30,2023-02-13 09:18:28,2023-02-13 17:30:47,0 days 08:12:19,2023-02-13,morning,492.31666666666666
Staff 30,2023-02-14 09:42:57,2023-02-14 17:14:38,0 days 07:31:41,2023-02-14,morning,451.68333333333334
Staff 30,2023-02-15 09:58:54,2023-02-15 17:06:30,0 days 07:07:36,2023-02-15,morning,427.6
Staff 30,2023-02-16 10:03:45,2023-02-16 17:15:46,0 days 07:12:01,2023-02-16,morning,432.01666666666665
Staff 30,2023-02-17 10:05:51,2023-02-17 17:26:47,0 days 07:20:56,2023-02-17,morning,440.93333333333334
Staff 30,2023-02-18 11:53:56,2023-02-18 15:31:54,0 days 03:37:58,2023-02-18,morning,217.96666666666667
Staff 30,2023-02-19 15:47:34,2023-02-19 15:47:54,0 days 00:00:20,2023-02-19,afternoon,0.3333333333333333
Staff 30,2023-02-20 09:00:15,2023-02-20 17:41:22,0 days 08:41:07,2023-02-20,morning,521.1166666666667
Staff 30,2023-02-21 09:41:59,2023-02-21 17:36:09,0 days 07:54:10,2023-02-21,morning,474.1666666666667
Staff 30,2023-02-22 10:02:28,2023-02-22 17:21:00,0 days 07:18:32,2023-02-22,morning,438.53333333333336
Staff 30,2023-02-23 09:42:43,2023-02-23 17:54:16,0 days 08:11:33,2023-02-23,morning,491.55
Staff 30,2023-02-24 09:58:44,2023-02-24 17:16:52,0 days 07:18:08,2023-02-24,morning,438.1333333333333
Staff 30,2023-02-27 09:44:55,2023-02-27 17:59:17,0 days 08:14:22,2023-02-27,morning,494.3666666666667
Staff 30,2023-02-28 09:29:33,2023-02-28 17:49:20,0 days 08:19:47,2023-02-28,morning,499.78333333333336
Staff 31,2023-02-01 10:08:54,2023-02-01 17:09:42,0 days 07:00:48,2023-02-01,morning,420.8
Staff 31,2023-02-02 12:43:20,2023-02-02 17:58:48,0 days 05:15:28,2023-02-02,morning,315.46666666666664
Staff 31,2023-02-03 09:44:24,2023-02-03 17:50:22,0 days 08:05:58,2023-02-03,morning,485.96666666666664
Staff 31,2023-02-06 10:02:39,2023-02-06 17:56:55,0 days 07:54:16,2023-02-06,morning,474.26666666666665
Staff 31,2023-02-07 09:45:10,2023-02-07 17:42:17,0 days 07:57:07,2023-02-07,morning,477.1166666666667
Staff 31,2023-02-08 10:07:20,2023-02-08 17:58:02,0 days 07:50:42,2023-02-08,morning,470.7
Staff 31,2023-02-09 09:08:04,2023-02-09 10:13:15,0 days 01:05:11,2023-02-09,morning,65.18333333333334
Staff 31,2023-02-10 10:47:31,2023-02-10 17:49:52,0 days 07:02:21,2023-02-10,morning,422.35
Staff 31,2023-02-13 09:59:59,2023-02-13 17:51:59,0 days 07:52:00,2023-02-13,morning,472.0
Staff 31,2023-02-14 09:38:04,2023-02-14 17:04:00,0 days 07:25:56,2023-02-14,morning,445.93333333333334
Staff 31,2023-02-15 09:59:39,2023-02-15 17:02:49,0 days 07:03:10,2023-02-15,morning,423.1666666666667
Staff 31,2023-02-16 09:40:41,2023-02-16 17:22:28,0 days 07:41:47,2023-02-16,morning,461.78333333333336
Staff 31,2023-02-17 09:33:12,2023-02-17 17:26:33,0 days 07:53:21,2023-02-17,morning,473.35
Staff 31,2023-02-20 10:06:17,2023-02-20 17:53:10,0 days 07:46:53,2023-02-20,morning,466.8833333333333
Staff 31,2023-02-21 09:42:00,2023-02-21 17:06:37,0 days 07:24:37,2023-02-21,morning,444.6166666666667
Staff 31,2023-02-22 10:12:50,2023-02-22 17:53:28,0 days 07:40:38,2023-02-22,morning,460.6333333333333
Staff 31,2023-02-23 09:43:58,2023-02-23 17:54:53,0 days 08:10:55,2023-02-23,morning,490.9166666666667
Staff 31,2023-02-24 09:08:27,2023-02-24 17:22:54,0 days 08:14:27,2023-02-24,morning,494.45
Staff 31,2023-02-27 09:56:33,2023-02-27 17:34:38,0 days 07:38:05,2023-02-27,morning,458.0833333333333
Staff 31,2023-02-28 09:33:56,2023-02-28 17:10:00,0 days 07:36:04,2023-02-28,morning,456.06666666666666
Staff 33,2023-02-10 13:32:22,2023-02-10 17:47:47,0 days 04:15:25,2023-02-10,afternoon,255.41666666666666
Staff 33,2023-02-13 09:55:52,2023-02-13 17:51:55,0 days 07:56:03,2023-02-13,morning,476.05
Staff 33,2023-02-14 10:00:52,2023-02-14 17:10:44,0 days 07:09:52,2023-02-14,morning,429.8666666666667
Staff 33,2023-02-15 10:00:53,2023-02-15 17:06:03,0 days 07:05:10,2023-02-15,morning,425.1666666666667
Staff 33,2023-02-16 10:03:49,2023-02-16 17:19:12,0 days 07:15:23,2023-02-16,morning,435.3833333333333
Staff 33,2023-02-17 09:33:33,2023-02-17 17:25:28,0 days 07:51:55,2023-02-17,morning,471.9166666666667
Staff 33,2023-02-18 09:00:59,2023-02-18 17:59:34,0 days 08:58:35,2023-02-18,morning,538.5833333333334
Staff 33,2023-02-19 09:00:02,2023-02-19 17:51:14,0 days 08:51:12,2023-02-19,morning,531.2
Staff 33,2023-02-20 09:41:57,2023-02-20 17:50:21,0 days 08:08:24,2023-02-20,morning,488.4
Staff 33,2023-02-21 09:37:05,2023-02-21 17:36:53,0 days 07:59:48,2023-02-21,morning,479.8
Staff 33,2023-02-22 10:00:19,2023-02-22 17:54:05,0 days 07:53:46,2023-02-22,morning,473.76666666666665
Staff 33,2023-02-23 09:41:25,2023-02-23 17:35:03,0 days 07:53:38,2023-02-23,morning,473.6333333333333
Staff 33,2023-02-24 09:53:24,2023-02-24 17:04:21,0 days 07:10:57,2023-02-24,morning,430.95
Staff 33,2023-02-27 09:59:54,2023-02-27 17:25:35,0 days 07:25:41,2023-02-27,morning,445.68333333333334
Staff 33,2023-02-28 10:11:55,2023-02-28 17:42:47,0 days 07:30:52,2023-02-28,morning,450.8666666666667
