Technician,Location,from,to
Staff 10,"17.88,14.425","9/29/2022, 10:39:38 AM","9/29/2022, 10:39:51 AM"
Staff 10,"18.664,13.423","9/29/2022, 10:39:51 AM","9/29/2022, 10:39:54 AM"
Staff 10,"18.832,14.852","9/29/2022, 10:39:54 AM","9/29/2022, 10:39:57 AM"
Staff 10,"17.998,14.266","9/29/2022, 10:39:57 AM","9/29/2022, 10:39:58 AM"
Staff 10,"18.832,14.852","9/29/2022, 10:39:58 AM","9/29/2022, 10:40:04 AM"
Staff 10,"18.141,14.024","9/29/2022, 10:40:04 AM","9/29/2022, 10:40:10 AM"
Staff 10,"19.256,13.294","9/29/2022, 10:40:10 AM","9/29/2022, 10:40:18 AM"
Staff 10,"24.091,5.304","9/29/2022, 10:40:18 AM","9/29/2022, 10:40:19 AM"
Staff 10,"25.57,4.714","9/29/2022, 10:40:19 AM","9/29/2022, 10:40:43 AM"
Staff 10,"26.447,3.665","9/29/2022, 10:40:43 AM","9/29/2022, 10:40:53 AM"
Staff 10,"26.27,4.714","9/29/2022, 10:40:53 AM","9/29/2022, 10:46:17 AM"
Staff 10,"25.595,3.545","9/29/2022, 10:46:17 AM","9/29/2022, 10:46:21 AM"
Staff 10,"25.57,4.714","9/29/2022, 10:46:21 AM","9/29/2022, 10:55:47 AM"
Staff 10,"24.109,5.032","9/29/2022, 10:55:47 AM","9/29/2022, 10:55:48 AM"
Staff 10,"23.475,5.824","9/29/2022, 10:55:48 AM","9/29/2022, 10:55:50 AM"
Staff 10,"23.334,7.415","9/29/2022, 10:55:50 AM","9/29/2022, 10:55:51 AM"
Staff 10,"25.254,8.259","9/29/2022, 10:55:51 AM","9/29/2022, 10:55:52 AM"
Staff 10,"26.467,8.865","9/29/2022, 10:55:52 AM","9/29/2022, 10:55:53 AM"
Staff 10,"26.355,9.758","9/29/2022, 10:55:53 AM","9/29/2022, 10:56:45 AM"
Staff 10,"26.261,8.676","9/29/2022, 10:56:45 AM","9/29/2022, 10:56:45 AM"
Staff 10,"26.355,9.758","9/29/2022, 10:56:45 AM","9/29/2022, 10:57:38 AM"
Staff 10,"25.934,8.078","9/29/2022, 10:57:38 AM","9/29/2022, 10:57:42 AM"
Staff 10,"26.355,9.758","9/29/2022, 10:57:42 AM","9/29/2022, 10:59:52 AM"
Staff 10,"26.328,8.69","9/29/2022, 10:59:52 AM","9/29/2022, 10:59:57 AM"
Staff 10,"26.355,9.758","9/29/2022, 10:59:57 AM","9/29/2022, 11:01:04 AM"
Staff 10,"26.476,8.283","9/29/2022, 11:01:04 AM","9/29/2022, 11:01:07 AM"
Staff 10,"26.355,9.758","9/29/2022, 11:01:07 AM","9/29/2022, 11:02:50 AM"
Staff 10,"26.291,8.577","9/29/2022, 11:02:50 AM","9/29/2022, 11:02:52 AM"
Staff 10,"25.195,8.477","9/29/2022, 11:02:52 AM","9/29/2022, 11:02:53 AM"
Staff 10,"24.102,7.747","9/29/2022, 11:02:53 AM","9/29/2022, 11:02:56 AM"
Staff 10,"23.384,6.861","9/29/2022, 11:02:56 AM","9/29/2022, 11:02:58 AM"
Staff 10,"23.853,5.685","9/29/2022, 11:02:58 AM","9/29/2022, 11:03:00 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:03:00 AM","9/29/2022, 11:04:30 AM"
Staff 10,"25.992,3.544","9/29/2022, 11:04:30 AM","9/29/2022, 11:04:38 AM"
Staff 10,"26.752,2.858","9/29/2022, 11:04:38 AM","9/29/2022, 11:05:07 AM"
Staff 10,"26.27,4.714","9/29/2022, 11:05:07 AM","9/29/2022, 11:05:47 AM"
Staff 10,"24.34,4.113","9/29/2022, 11:05:47 AM","9/29/2022, 11:05:52 AM"
Staff 10,"22.668,3.358","9/29/2022, 11:05:52 AM","9/29/2022, 11:05:55 AM"
Staff 10,"20.056,3.001","9/29/2022, 11:05:55 AM","9/29/2022, 11:05:59 AM"
Staff 10,"18.867,4.504","9/29/2022, 11:05:59 AM","9/29/2022, 11:06:01 AM"
Staff 10,"16.671,5.164","9/29/2022, 11:06:01 AM","9/29/2022, 11:06:07 AM"
Staff 10,"16.236,6.335","9/29/2022, 11:06:07 AM","9/29/2022, 11:06:10 AM"
Staff 10,"16.155,8.36","9/29/2022, 11:06:10 AM","9/29/2022, 11:06:13 AM"
Staff 10,"16.254,10.031","9/29/2022, 11:06:13 AM","9/29/2022, 11:06:14 AM"
Staff 10,"15.919,11.084","9/29/2022, 11:06:14 AM","9/29/2022, 11:06:17 AM"
Staff 10,"15.087,11.716","9/29/2022, 11:06:17 AM","9/29/2022, 11:06:20 AM"
Staff 10,"12.711,15.631","9/29/2022, 11:06:20 AM","9/29/2022, 11:06:22 AM"
Staff 10,"11.543,15.892","9/29/2022, 11:06:22 AM","9/29/2022, 11:06:25 AM"
Staff 10,"9.659,15.687","9/29/2022, 11:06:25 AM","9/29/2022, 11:06:26 AM"
Staff 10,"8.583,15.456","9/29/2022, 11:06:26 AM","9/29/2022, 11:06:28 AM"
Staff 10,"7.309,14.674","9/29/2022, 11:06:28 AM","9/29/2022, 11:06:33 AM"
Staff 10,"5.995,14.285","9/29/2022, 11:06:33 AM","9/29/2022, 11:06:35 AM"
Staff 10,"4.058,10.2","9/29/2022, 11:06:35 AM","9/29/2022, 11:06:36 AM"
Staff 10,"5.383,9.173","9/29/2022, 11:06:36 AM","9/29/2022, 11:06:41 AM"
Staff 10,"5.801,8.263","9/29/2022, 11:06:41 AM","9/29/2022, 11:06:50 AM"
Staff 10,"14.827,2.644","9/29/2022, 11:06:50 AM","9/29/2022, 11:07:05 AM"
Staff 10,"16.587,2.16","9/29/2022, 11:07:05 AM","9/29/2022, 11:07:11 AM"
Staff 10,"17.699,3.15","9/29/2022, 11:07:11 AM","9/29/2022, 11:07:15 AM"
Staff 10,"18.89,3.443","9/29/2022, 11:07:15 AM","9/29/2022, 11:07:21 AM"
Staff 10,"20.085,3.216","9/29/2022, 11:07:21 AM","9/29/2022, 11:07:23 AM"
Staff 10,"21.187,2.691","9/29/2022, 11:07:23 AM","9/29/2022, 11:07:27 AM"
Staff 10,"22.586,3.458","9/29/2022, 11:07:27 AM","9/29/2022, 11:07:32 AM"
Staff 10,"23.835,4.039","9/29/2022, 11:07:32 AM","9/29/2022, 11:07:33 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:07:33 AM","9/29/2022, 11:17:02 AM"
Staff 10,"25.316,6.04","9/29/2022, 11:17:02 AM","9/29/2022, 11:17:04 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:17:04 AM","9/29/2022, 11:18:42 AM"
Staff 10,"23.747,6.209","9/29/2022, 11:18:42 AM","9/29/2022, 11:18:43 AM"
Staff 10,"24.159,7.519","9/29/2022, 11:18:43 AM","9/29/2022, 11:18:45 AM"
Staff 10,"25.552,8.158","9/29/2022, 11:18:45 AM","9/29/2022, 11:18:46 AM"
Staff 10,"26.636,8.721","9/29/2022, 11:18:46 AM","9/29/2022, 11:18:47 AM"
Staff 10,"27.62,8.125","9/29/2022, 11:18:47 AM","9/29/2022, 11:18:52 AM"
Staff 10,"28.793,8.905","9/29/2022, 11:18:52 AM","9/29/2022, 11:18:52 AM"
Staff 10,"28.181,11.39","9/29/2022, 11:18:52 AM","9/29/2022, 11:18:56 AM"
Staff 10,"27.016,12.885","9/29/2022, 11:18:56 AM","9/29/2022, 11:18:59 AM"
Staff 10,"26.41,11.6","9/29/2022, 11:18:59 AM","9/29/2022, 11:19:01 AM"
Staff 10,"26.198,12.909","9/29/2022, 11:19:01 AM","9/29/2022, 11:19:03 AM"
Staff 10,"23.591,11.588","9/29/2022, 11:19:03 AM","9/29/2022, 11:19:10 AM"
Staff 10,"26.707,12.896","9/29/2022, 11:19:10 AM","9/29/2022, 11:19:11 AM"
Staff 10,"27.68,12.495","9/29/2022, 11:19:11 AM","9/29/2022, 11:19:12 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:19:12 AM","9/29/2022, 11:19:21 AM"
Staff 10,"28.546,12.836","9/29/2022, 11:19:21 AM","9/29/2022, 11:19:24 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:19:24 AM","9/29/2022, 11:19:56 AM"
Staff 10,"28.023,13.05","9/29/2022, 11:19:56 AM","9/29/2022, 11:20:01 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:20:01 AM","9/29/2022, 11:22:20 AM"
Staff 10,"27.712,12.669","9/29/2022, 11:22:20 AM","9/29/2022, 11:22:23 AM"
Staff 10,"26.376,13.719","9/29/2022, 11:22:23 AM","9/29/2022, 11:22:26 AM"
Staff 10,"25.091,13.458","9/29/2022, 11:22:26 AM","9/29/2022, 11:22:31 AM"
Staff 10,"23.549,12.933","9/29/2022, 11:22:31 AM","9/29/2022, 11:22:34 AM"
Staff 10,"23.025,14.493","9/29/2022, 11:22:34 AM","9/29/2022, 11:22:39 AM"
Staff 10,"10.138,16.141","9/29/2022, 11:22:39 AM","9/29/2022, 11:22:46 AM"
Staff 10,"0.709,10.042","9/29/2022, 11:22:46 AM","9/29/2022, 11:23:13 AM"
Staff 10,"1.74,10.224","9/29/2022, 11:23:13 AM","9/29/2022, 11:23:35 AM"
Staff 10,"1.227,9.32","9/29/2022, 11:23:35 AM","9/29/2022, 11:23:52 AM"
Staff 10,"2.318,10.329","9/29/2022, 11:23:52 AM","9/29/2022, 11:23:58 AM"
Staff 10,"3.191,11.282","9/29/2022, 11:23:58 AM","9/29/2022, 11:24:03 AM"
Staff 10,"4.004,10.553","9/29/2022, 11:24:03 AM","9/29/2022, 11:24:07 AM"
Staff 10,"10.721,3.698","9/29/2022, 11:24:07 AM","9/29/2022, 11:24:10 AM"
Staff 10,"11.178,2.614","9/29/2022, 11:24:10 AM","9/29/2022, 11:24:20 AM"
Staff 10,"22.01,5.244","9/29/2022, 11:24:20 AM","9/29/2022, 11:24:26 AM"
Staff 10,"21.427,3.564","9/29/2022, 11:24:26 AM","9/29/2022, 11:24:36 AM"
Staff 10,"14.685,2.873","9/29/2022, 11:24:36 AM","9/29/2022, 11:24:46 AM"
Staff 10,"16.044,2.589","9/29/2022, 11:24:46 AM","9/29/2022, 11:24:55 AM"
Staff 10,"16.969,2.205","9/29/2022, 11:24:55 AM","9/29/2022, 11:25:00 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:25:00 AM","9/29/2022, 11:25:55 AM"
Staff 10,"24.442,4.799","9/29/2022, 11:25:55 AM","9/29/2022, 11:25:57 AM"
Staff 10,"23.733,6.058","9/29/2022, 11:25:57 AM","9/29/2022, 11:25:58 AM"
Staff 10,"23.83,7.165","9/29/2022, 11:25:58 AM","9/29/2022, 11:25:59 AM"
Staff 10,"25.024,8.213","9/29/2022, 11:25:59 AM","9/29/2022, 11:26:02 AM"
Staff 10,"26.274,6.713","9/29/2022, 11:26:02 AM","9/29/2022, 11:26:05 AM"
Staff 10,"27.119,7.678","9/29/2022, 11:26:05 AM","9/29/2022, 11:26:09 AM"
Staff 10,"26.244,13.228","9/29/2022, 11:26:09 AM","9/29/2022, 11:26:15 AM"
Staff 10,"26.41,11.6","9/29/2022, 11:26:15 AM","9/29/2022, 11:26:23 AM"
Staff 10,"25.937,12.684","9/29/2022, 11:26:23 AM","9/29/2022, 11:26:33 AM"
Staff 10,"24.736,12.749","9/29/2022, 11:26:33 AM","9/29/2022, 11:26:37 AM"
Staff 10,"24.291,11.588","9/29/2022, 11:26:37 AM","9/29/2022, 11:26:47 AM"
Staff 10,"23.545,12.959","9/29/2022, 11:26:47 AM","9/29/2022, 11:26:49 AM"
Staff 10,"24.291,11.588","9/29/2022, 11:26:49 AM","9/29/2022, 11:26:51 AM"
Staff 10,"25.539,12.404","9/29/2022, 11:26:51 AM","9/29/2022, 11:26:52 AM"
Staff 10,"26.41,11.6","9/29/2022, 11:26:52 AM","9/29/2022, 11:26:54 AM"
Staff 10,"27.667,13.184","9/29/2022, 11:26:54 AM","9/29/2022, 11:27:04 AM"
Staff 10,"29.345,11.616","9/29/2022, 11:27:04 AM","9/29/2022, 11:27:06 AM"
Staff 10,"29.483,10.548","9/29/2022, 11:27:06 AM","9/29/2022, 11:27:10 AM"
Staff 10,"24.509,7.954","9/29/2022, 11:27:10 AM","9/29/2022, 11:27:18 AM"
Staff 10,"25.574,6.713","9/29/2022, 11:27:18 AM","9/29/2022, 11:27:20 AM"
Staff 10,"25.835,5.695","9/29/2022, 11:27:20 AM","9/29/2022, 11:27:21 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:27:21 AM","9/29/2022, 11:28:32 AM"
Staff 10,"26.274,6.713","9/29/2022, 11:28:32 AM","9/29/2022, 11:28:34 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:28:34 AM","9/29/2022, 11:33:32 AM"
Staff 10,"25.574,6.713","9/29/2022, 11:33:32 AM","9/29/2022, 11:33:33 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:33:33 AM","9/29/2022, 11:34:12 AM"
Staff 10,"24.278,5.463","9/29/2022, 11:34:12 AM","9/29/2022, 11:34:13 AM"
Staff 10,"24.174,7.152","9/29/2022, 11:34:13 AM","9/29/2022, 11:34:15 AM"
Staff 10,"24.92,8.139","9/29/2022, 11:34:15 AM","9/29/2022, 11:34:16 AM"
Staff 10,"26.385,8.508","9/29/2022, 11:34:16 AM","9/29/2022, 11:34:18 AM"
Staff 10,"27.662,8.306","9/29/2022, 11:34:18 AM","9/29/2022, 11:34:21 AM"
Staff 10,"28.178,9.758","9/29/2022, 11:34:21 AM","9/29/2022, 11:34:24 AM"
Staff 10,"28.181,11.39","9/29/2022, 11:34:24 AM","9/29/2022, 11:34:33 AM"
Staff 10,"27.278,12.119","9/29/2022, 11:34:33 AM","9/29/2022, 11:34:34 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:34:34 AM","9/29/2022, 11:34:48 AM"
Staff 10,"27.32,12.609","9/29/2022, 11:34:48 AM","9/29/2022, 11:34:52 AM"
Staff 10,"26.41,11.6","9/29/2022, 11:34:52 AM","9/29/2022, 11:34:57 AM"
Staff 10,"25.996,13.184","9/29/2022, 11:34:57 AM","9/29/2022, 11:34:58 AM"
Staff 10,"24.527,12.424","9/29/2022, 11:34:58 AM","9/29/2022, 11:35:00 AM"
Staff 10,"25.555,12.783","9/29/2022, 11:35:00 AM","9/29/2022, 11:35:02 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:35:02 AM","9/29/2022, 11:35:16 AM"
Staff 10,"27.709,12.771","9/29/2022, 11:35:16 AM","9/29/2022, 11:35:17 AM"
Staff 10,"26.149,13.24","9/29/2022, 11:35:17 AM","9/29/2022, 11:35:20 AM"
Staff 10,"27.571,12.427","9/29/2022, 11:35:20 AM","9/29/2022, 11:35:23 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:35:23 AM","9/29/2022, 11:40:46 AM"
Staff 10,"27.527,12.526","9/29/2022, 11:40:46 AM","9/29/2022, 11:40:46 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:40:46 AM","9/29/2022, 11:41:59 AM"
Staff 10,"28.447,12.655","9/29/2022, 11:41:59 AM","9/29/2022, 11:42:00 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:42:00 AM","9/29/2022, 11:42:04 AM"
Staff 10,"28.608,12.869","9/29/2022, 11:42:04 AM","9/29/2022, 11:42:05 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:42:05 AM","9/29/2022, 11:42:20 AM"
Staff 10,"28.5,12.69","9/29/2022, 11:42:20 AM","9/29/2022, 11:42:31 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:42:31 AM","9/29/2022, 11:44:50 AM"
Staff 10,"27.599,12.559","9/29/2022, 11:44:50 AM","9/29/2022, 11:44:51 AM"
Staff 10,"28.181,11.59","9/29/2022, 11:44:51 AM","9/29/2022, 11:46:15 AM"
Staff 10,"27.343,12.556","9/29/2022, 11:46:15 AM","9/29/2022, 11:46:18 AM"
Staff 10,"26.796,13.503","9/29/2022, 11:46:18 AM","9/29/2022, 11:46:27 AM"
Staff 10,"25.607,13.082","9/29/2022, 11:46:27 AM","9/29/2022, 11:46:32 AM"
Staff 10,"11.796,16.081","9/29/2022, 11:46:32 AM","9/29/2022, 11:46:36 AM"
Staff 10,"10.269,16.626","9/29/2022, 11:46:36 AM","9/29/2022, 11:46:38 AM"
Staff 10,"8.72,16.854","9/29/2022, 11:46:38 AM","9/29/2022, 11:46:46 AM"
Staff 10,"3.042,11.781","9/29/2022, 11:46:46 AM","9/29/2022, 11:46:53 AM"
Staff 10,"4.036,10.835","9/29/2022, 11:46:53 AM","9/29/2022, 11:47:13 AM"
Staff 10,"25.57,4.714","9/29/2022, 11:47:13 AM","9/29/2022, 11:47:32 AM"
Staff 10,"24.607,4.277","9/29/2022, 11:47:32 AM","9/29/2022, 11:47:47 AM"
Staff 10,"23.966,5.613","9/29/2022, 11:47:47 AM","9/29/2022, 11:47:49 AM"
Staff 10,"23.609,7.249","9/29/2022, 11:47:49 AM","9/29/2022, 11:47:50 AM"
Staff 10,"24.849,8.164","9/29/2022, 11:47:50 AM","9/29/2022, 11:47:52 AM"
Staff 10,"26.247,8.097","9/29/2022, 11:47:52 AM","9/29/2022, 11:47:59 AM"
Staff 10,"25.167,8.642","9/29/2022, 11:47:59 AM","9/29/2022, 11:48:02 AM"
Staff 10,"25.574,6.713","9/29/2022, 11:48:02 AM","9/29/2022, 11:48:07 AM"
Staff 10,"24.018,5.446","9/29/2022, 11:48:07 AM","9/29/2022, 11:48:13 AM"
Staff 10,"15.749,6.801","9/29/2022, 11:48:13 AM","9/29/2022, 11:48:17 AM"
Staff 10,"15.731,8.075","9/29/2022, 11:48:17 AM","9/29/2022, 11:50:44 AM"
Staff 10,"15.983,7.102","9/29/2022, 11:50:44 AM","9/29/2022, 11:50:45 AM"
Staff 10,"16.43,6.089","9/29/2022, 11:50:45 AM","9/29/2022, 11:50:48 AM"
Staff 10,"17.196,4.329","9/29/2022, 11:50:48 AM","9/29/2022, 11:50:51 AM"
Staff 10,"18.991,3.858","9/29/2022, 11:50:51 AM","9/29/2022, 11:50:56 AM"
Staff 10,"20.282,3.493","9/29/2022, 11:50:56 AM","9/29/2022, 11:50:59 AM"
Staff 10,"21.718,4.072","9/29/2022, 11:50:59 AM","9/29/2022, 11:51:00 AM"
Staff 10,"22.694,4.661","9/29/2022, 11:51:00 AM","9/29/2022, 11:51:02 AM"
Staff 10,"25.396,6.01","9/29/2022, 11:51:02 AM","9/29/2022, 11:51:02 AM"
Staff 10,"26.274,6.713","9/29/2022, 11:51:02 AM","9/29/2022, 11:53:25 AM"
Staff 10,"24.704,6.096","9/29/2022, 11:53:25 AM","9/29/2022, 11:53:27 AM"
Staff 10,"23.718,5.536","9/29/2022, 11:53:27 AM","9/29/2022, 11:53:33 AM"
Staff 10,"21.969,5.1","9/29/2022, 11:53:33 AM","9/29/2022, 11:53:38 AM"
Staff 10,"16.395,7.566","9/29/2022, 11:53:38 AM","9/29/2022, 11:53:44 AM"
Staff 10,"16.197,5.946","9/29/2022, 11:53:44 AM","9/29/2022, 11:53:46 AM"
Staff 10,"15.592,4.821","9/29/2022, 11:53:46 AM","9/29/2022, 11:53:48 AM"
Staff 10,"14.262,4.833","9/29/2022, 11:53:48 AM","9/29/2022, 11:53:54 AM"
Staff 10,"5.898,8.944","9/29/2022, 11:53:54 AM","9/29/2022, 11:54:01 AM"
Staff 10,"1.339,11.5","9/29/2022, 11:54:01 AM","9/29/2022, 11:54:11 AM"
Staff 10,"2.092,10.374","9/29/2022, 11:54:11 AM","9/29/2022, 11:54:14 AM"
Staff 10,"3.297,10.436","9/29/2022, 11:54:14 AM","9/29/2022, 11:54:18 AM"
Staff 10,"5.132,9.469","9/29/2022, 11:54:18 AM","9/29/2022, 11:54:23 AM"
Staff 10,"9.077,4.054","9/29/2022, 11:54:23 AM","9/29/2022, 11:54:27 AM"
Staff 10,"9.828,3.09","9/29/2022, 11:54:27 AM","9/29/2022, 11:54:30 AM"
Staff 10,"10.881,3.183","9/29/2022, 11:54:30 AM","9/29/2022, 11:54:33 AM"
Staff 10,"15.109,2.337","9/29/2022, 11:54:33 AM","9/29/2022, 11:54:43 AM"
Staff 10,"14.246,3.071","9/29/2022, 11:54:43 AM","9/29/2022, 11:54:50 AM"
Staff 10,"15.613,2.612","9/29/2022, 11:54:50 AM","9/29/2022, 11:54:52 AM"
Staff 10,"16.612,2.286","9/29/2022, 11:54:52 AM","9/29/2022, 11:54:55 AM"
Staff 10,"17.021,4.075","9/29/2022, 11:54:55 AM","9/29/2022, 11:54:56 AM"
Staff 10,"16.571,5.158","9/29/2022, 11:54:56 AM","9/29/2022, 11:54:59 AM"
Staff 10,"15.935,6.751","9/29/2022, 11:54:59 AM","9/29/2022, 11:55:01 AM"
Staff 10,"14.419,7.393","9/29/2022, 11:55:01 AM","9/29/2022, 11:55:02 AM"
Staff 10,"13.295,7.484","9/29/2022, 11:55:02 AM","9/29/2022, 11:55:05 AM"
Staff 10,"14.876,7.757","9/29/2022, 11:55:05 AM","9/29/2022, 11:55:07 AM"
Staff 10,"15.81,9.018","9/29/2022, 11:55:07 AM","9/29/2022, 11:55:10 AM"
Staff 10,"15.889,10.423","9/29/2022, 11:55:10 AM","9/29/2022, 11:55:13 AM"
Staff 10,"15.958,11.546","9/29/2022, 11:55:13 AM","9/29/2022, 11:55:16 AM"
Staff 10,"16.439,10.64","9/29/2022, 11:55:16 AM","9/29/2022, 11:55:19 AM"
Staff 10,"16.017,8.812","9/29/2022, 11:55:19 AM","9/29/2022, 11:55:44 AM"
Staff 10,"15.72,7.406","9/29/2022, 11:55:44 AM","9/29/2022, 11:55:46 AM"
Staff 10,"16.173,6.222","9/29/2022, 11:55:46 AM","9/29/2022, 11:55:47 AM"
Staff 10,"16.046,5.135","9/29/2022, 11:55:47 AM","9/29/2022, 11:55:48 AM"
Staff 10,"15.123,4.214","9/29/2022, 11:55:48 AM","9/29/2022, 11:56:45 AM"
Staff 10,"13.75,2.676","9/29/2022, 11:56:45 AM","9/29/2022, 11:56:50 AM"
Staff 10,"14.426,3.61","9/29/2022, 11:56:50 AM","9/29/2022, 11:56:52 AM"
Staff 10,"14.879,4.591","9/29/2022, 11:56:52 AM","9/29/2022, 11:56:54 AM"
Staff 10,"15.163,5.612","9/29/2022, 11:56:54 AM","9/29/2022, 11:56:58 AM"
Staff 10,"16.063,7.08","9/29/2022, 11:56:58 AM","9/29/2022, 11:57:03 AM"
Staff 10,"16.387,8.239","9/29/2022, 11:57:03 AM","9/29/2022, 11:57:06 AM"
Staff 10,"16.071,9.682","9/29/2022, 11:57:06 AM","9/29/2022, 11:57:14 AM"
Staff 10,"16.244,8.411","9/29/2022, 11:57:14 AM","9/29/2022, 11:57:30 AM"
Staff 10,"17.348,8.813","9/29/2022, 11:57:30 AM","9/29/2022, 11:57:35 AM"
Staff 10,"16.502,7.015","9/29/2022, 11:57:35 AM","9/29/2022, 11:57:36 AM"
Staff 10,"16.723,5.919","9/29/2022, 11:57:36 AM","9/29/2022, 11:57:37 AM"
Staff 10,"17.566,4.993","9/29/2022, 11:57:37 AM","9/29/2022, 11:57:40 AM"
Staff 10,"18.209,4.223","9/29/2022, 11:57:40 AM","9/29/2022, 11:57:43 AM"
Staff 10,"19.934,4.188","9/29/2022, 11:57:43 AM","9/29/2022, 11:57:47 AM"
Staff 10,"20.509,5.33","9/29/2022, 11:57:47 AM","9/29/2022, 12:01:08 PM"
Staff 10,"30.601,6.758","9/29/2022, 12:01:08 PM","9/29/2022, 12:01:11 PM"
Staff 10,"29.364,7.004","9/29/2022, 12:01:11 PM","9/29/2022, 12:01:13 PM"
Staff 10,"28.036,8.057","9/29/2022, 12:01:13 PM","9/29/2022, 12:01:17 PM"
Staff 10,"27.25,8.908","9/29/2022, 12:01:17 PM","9/29/2022, 12:01:19 PM"
Staff 10,"21.003,5.254","9/29/2022, 12:01:19 PM","9/29/2022, 12:01:22 PM"
Staff 10,"19.243,4.864","9/29/2022, 12:01:22 PM","9/29/2022, 12:01:23 PM"
Staff 10,"18.194,5.05","9/29/2022, 12:01:23 PM","9/29/2022, 12:01:25 PM"
Staff 10,"16.977,6.398","9/29/2022, 12:01:25 PM","9/29/2022, 12:01:26 PM"
Staff 10,"16.245,8.031","9/29/2022, 12:01:26 PM","9/29/2022, 12:01:42 PM"
Staff 10,"16.781,8.908","9/29/2022, 12:01:42 PM","9/29/2022, 12:01:45 PM"
Staff 10,"16.15,10.098","9/29/2022, 12:01:45 PM","9/29/2022, 12:02:43 PM"
Staff 10,"15.728,8.842","9/29/2022, 12:02:43 PM","9/29/2022, 12:02:52 PM"
Staff 10,"16.348,7.717","9/29/2022, 12:02:52 PM","9/29/2022, 12:02:55 PM"
Staff 10,"16.262,9.469","9/29/2022, 12:02:55 PM","9/29/2022, 12:03:08 PM"
Staff 10,"15.548,8.512","9/29/2022, 12:03:08 PM","9/29/2022, 12:03:39 PM"
Staff 10,"15.295,7.476","9/29/2022, 12:03:39 PM","9/29/2022, 12:03:49 PM"
Staff 10,"14.13,7.701","9/29/2022, 12:03:49 PM","9/29/2022, 12:03:52 PM"
Staff 10,"12.549,7.699","9/29/2022, 12:03:52 PM","9/29/2022, 12:04:00 PM"
Staff 10,"12.194,9.001","9/29/2022, 12:04:00 PM","9/29/2022, 12:04:10 PM"
Staff 10,"11.525,8.227","9/29/2022, 12:04:10 PM","9/29/2022, 12:04:16 PM"
Staff 10,"10.476,8.803","9/29/2022, 12:04:16 PM","9/29/2022, 12:04:54 PM"
Staff 10,"11.422,8.279","9/29/2022, 12:04:54 PM","9/29/2022, 12:05:30 PM"
Staff 10,"12.281,7.388","9/29/2022, 12:05:30 PM","9/29/2022, 12:05:32 PM"
Staff 10,"13.47,7.423","9/29/2022, 12:05:32 PM","9/29/2022, 12:05:33 PM"
Staff 10,"14.798,7.581","9/29/2022, 12:05:33 PM","9/29/2022, 12:05:36 PM"
Staff 10,"16.026,7.802","9/29/2022, 12:05:36 PM","9/29/2022, 12:05:37 PM"
Staff 10,"17.084,8.084","9/29/2022, 12:05:37 PM","9/29/2022, 12:05:42 PM"
Staff 10,"18.322,9.047","9/29/2022, 12:05:42 PM","9/29/2022, 12:06:09 PM"
Staff 10,"16.809,8.785","9/29/2022, 12:06:09 PM","9/29/2022, 12:06:11 PM"
Staff 10,"16.27,7.932","9/29/2022, 12:06:11 PM","9/29/2022, 12:06:16 PM"
Staff 10,"14.432,7.759","9/29/2022, 12:06:16 PM","9/29/2022, 12:06:17 PM"
Staff 10,"13.116,7.69","9/29/2022, 12:06:17 PM","9/29/2022, 12:06:21 PM"
Staff 10,"11.923,8.679","9/29/2022, 12:06:21 PM","9/29/2022, 12:06:43 PM"
Staff 10,"10.858,8.374","9/29/2022, 12:06:43 PM","9/29/2022, 12:07:00 PM"
Staff 10,"9.834,8.661","9/29/2022, 12:07:00 PM","9/29/2022, 12:07:08 PM"
Staff 10,"11.275,7.753","9/29/2022, 12:07:08 PM","9/29/2022, 12:07:11 PM"
Staff 10,"12.345,7.611","9/29/2022, 12:07:11 PM","9/29/2022, 12:07:14 PM"
Staff 10,"10.628,7.75","9/29/2022, 12:07:14 PM","9/29/2022, 12:07:17 PM"
Staff 10,"9.158,7.52","9/29/2022, 12:07:17 PM","9/29/2022, 12:07:18 PM"
Staff 10,"8.137,8.318","9/29/2022, 12:07:18 PM","9/29/2022, 12:07:20 PM"
Staff 10,"6.614,9.297","9/29/2022, 12:07:20 PM","9/29/2022, 12:07:25 PM"
Staff 10,"7.115,8.04","9/29/2022, 12:07:25 PM","9/29/2022, 12:07:26 PM"
Staff 10,"7.846,7.361","9/29/2022, 12:07:26 PM","9/29/2022, 12:07:32 PM"
