Technician,Location,from,to
Staff 9,"20.303,14.877","12/22/2022, 10:36:49 AM","12/22/2022, 10:36:59 AM"
Staff 9,"21.427,15.325","12/22/2022, 10:36:59 AM","12/22/2022, 10:37:30 AM"
Staff 9,"20.556,14.718","12/22/2022, 10:37:30 AM","12/22/2022, 10:38:25 AM"
Staff 9,"21.515,15.101","12/22/2022, 10:38:25 AM","12/22/2022, 10:38:54 AM"
Staff 9,"20.286,14.682","12/22/2022, 10:38:54 AM","12/22/2022, 10:39:31 AM"
Staff 9,"19.545,13.958","12/22/2022, 10:39:31 AM","12/22/2022, 10:40:07 AM"
Staff 9,"20.342,14.634","12/22/2022, 10:40:07 AM","12/22/2022, 10:41:09 AM"
Staff 9,"19.731,13.787","12/22/2022, 10:41:09 AM","12/22/2022, 10:41:29 AM"
Staff 9,"20.232,14.852","12/22/2022, 10:41:29 AM","12/22/2022, 10:44:24 AM"
Staff 9,"19.661,13.937","12/22/2022, 10:44:24 AM","12/22/2022, 10:45:39 AM"
Staff 9,"18.832,14.852","12/22/2022, 10:45:39 AM","12/22/2022, 10:45:41 AM"
Staff 9,"19.46,14.088","12/22/2022, 10:45:41 AM","12/22/2022, 10:45:49 AM"
Staff 9,"20.322,14.666","12/22/2022, 10:45:49 AM","12/22/2022, 10:46:12 AM"
Staff 9,"19.597,13.921","12/22/2022, 10:46:12 AM","12/22/2022, 10:46:39 AM"
Staff 9,"18.832,14.852","12/22/2022, 10:46:39 AM","12/22/2022, 10:46:47 AM"
Staff 9,"19.985,14.664","12/22/2022, 10:46:47 AM","12/22/2022, 10:47:30 AM"
Staff 9,"19.306,13.85","12/22/2022, 10:47:30 AM","12/22/2022, 10:48:17 AM"
Staff 9,"19.943,14.657","12/22/2022, 10:48:17 AM","12/22/2022, 10:49:04 AM"
Staff 9,"19.318,13.731","12/22/2022, 10:49:04 AM","12/22/2022, 10:49:07 AM"
Staff 9,"19.798,14.725","12/22/2022, 10:49:07 AM","12/22/2022, 10:49:11 AM"
Staff 9,"20.232,14.852","12/22/2022, 10:49:11 AM","12/22/2022, 10:49:48 AM"
Staff 9,"18.887,14.155","12/22/2022, 10:49:48 AM","12/22/2022, 10:49:49 AM"
Staff 9,"18.832,14.852","12/22/2022, 10:49:49 AM","12/22/2022, 10:49:51 AM"
Staff 9,"19.85,14.487","12/22/2022, 10:49:51 AM","12/22/2022, 10:50:35 AM"
Staff 9,"20.829,14.721","12/22/2022, 10:50:35 AM","12/22/2022, 10:51:16 AM"
Staff 9,"19.888,13.926","12/22/2022, 10:51:16 AM","12/22/2022, 10:52:01 AM"
Staff 9,"20.405,14.961","12/22/2022, 10:52:01 AM","12/22/2022, 10:52:11 AM"
Staff 9,"19.874,14.055","12/22/2022, 10:52:11 AM","12/22/2022, 10:52:57 AM"
Staff 9,"20.589,14.841","12/22/2022, 10:52:57 AM","12/22/2022, 10:53:48 AM"
Staff 9,"19.877,13.978","12/22/2022, 10:53:48 AM","12/22/2022, 11:04:51 AM"
Staff 9,"20.635,14.702","12/22/2022, 11:04:51 AM","12/22/2022, 11:04:57 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:04:57 AM","12/22/2022, 11:05:00 AM"
Staff 9,"19.792,14.299","12/22/2022, 11:05:00 AM","12/22/2022, 11:05:04 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:05:04 AM","12/22/2022, 11:05:27 AM"
Staff 9,"19.754,14.387","12/22/2022, 11:05:27 AM","12/22/2022, 11:05:50 AM"
Staff 9,"19.192,13.503","12/22/2022, 11:05:50 AM","12/22/2022, 11:06:08 AM"
Staff 9,"20.688,14.149","12/22/2022, 11:06:08 AM","12/22/2022, 11:06:15 AM"
Staff 9,"19.774,13.594","12/22/2022, 11:06:15 AM","12/22/2022, 11:06:17 AM"
Staff 9,"20.521,14.407","12/22/2022, 11:06:17 AM","12/22/2022, 11:06:29 AM"
Staff 9,"19.573,13.645","12/22/2022, 11:06:29 AM","12/22/2022, 11:07:03 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:07:03 AM","12/22/2022, 11:07:07 AM"
Staff 9,"19.096,13.802","12/22/2022, 11:07:07 AM","12/22/2022, 11:07:08 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:07:08 AM","12/22/2022, 11:07:14 AM"
Staff 9,"19.41,14.199","12/22/2022, 11:07:14 AM","12/22/2022, 11:07:19 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:07:19 AM","12/22/2022, 11:07:25 AM"
Staff 9,"19.533,13.999","12/22/2022, 11:07:25 AM","12/22/2022, 11:07:30 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:07:30 AM","12/22/2022, 11:07:32 AM"
Staff 9,"19.887,14.528","12/22/2022, 11:07:32 AM","12/22/2022, 11:10:56 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:10:56 AM","12/22/2022, 11:10:58 AM"
Staff 9,"19.583,13.897","12/22/2022, 11:10:58 AM","12/22/2022, 11:11:01 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:11:01 AM","12/22/2022, 11:11:02 AM"
Staff 9,"19.593,13.89","12/22/2022, 11:11:02 AM","12/22/2022, 11:11:31 AM"
Staff 9,"20.099,14.761","12/22/2022, 11:11:31 AM","12/22/2022, 11:12:21 AM"
Staff 9,"20.232,14.852","12/22/2022, 11:12:21 AM","12/22/2022, 11:12:27 AM"
Staff 9,"19.665,13.948","12/22/2022, 11:12:27 AM","12/22/2022, 11:12:50 AM"
Staff 9,"20.526,14.656","12/22/2022, 11:12:50 AM","12/22/2022, 11:12:57 AM"
Staff 9,"19.406,13.967","12/22/2022, 11:12:57 AM","12/22/2022, 11:16:14 AM"
Staff 9,"20.273,14.508","12/22/2022, 11:16:14 AM","12/22/2022, 11:16:38 AM"
Staff 9,"19.406,13.954","12/22/2022, 11:16:38 AM","12/22/2022, 11:16:39 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:16:39 AM","12/22/2022, 11:16:47 AM"
Staff 9,"19.154,13.852","12/22/2022, 11:16:47 AM","12/22/2022, 11:16:48 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:16:48 AM","12/22/2022, 11:16:53 AM"
Staff 9,"19.188,13.862","12/22/2022, 11:16:53 AM","12/22/2022, 11:16:55 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:16:55 AM","12/22/2022, 11:16:59 AM"
Staff 9,"19.086,13.871","12/22/2022, 11:16:59 AM","12/22/2022, 11:17:04 AM"
Staff 9,"19.921,14.464","12/22/2022, 11:17:04 AM","12/22/2022, 11:17:13 AM"
Staff 9,"20.841,14.878","12/22/2022, 11:17:13 AM","12/22/2022, 11:17:28 AM"
Staff 9,"19.731,14.495","12/22/2022, 11:17:28 AM","12/22/2022, 11:17:29 AM"
Staff 9,"20.232,14.852","12/22/2022, 11:17:29 AM","12/22/2022, 11:19:33 AM"
Staff 9,"19.469,14.148","12/22/2022, 11:19:33 AM","12/22/2022, 11:19:34 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:19:34 AM","12/22/2022, 11:19:37 AM"
Staff 9,"19.407,14.014","12/22/2022, 11:19:37 AM","12/22/2022, 11:23:18 AM"
Staff 9,"20.092,14.794","12/22/2022, 11:23:18 AM","12/22/2022, 11:26:02 AM"
Staff 9,"20.232,14.852","12/22/2022, 11:26:02 AM","12/22/2022, 11:26:58 AM"
Staff 9,"22.843,13.38","12/22/2022, 11:26:58 AM","12/22/2022, 11:27:01 AM"
Staff 9,"21.514,13.98","12/22/2022, 11:27:01 AM","12/22/2022, 11:27:07 AM"
Staff 9,"20.416,14.043","12/22/2022, 11:27:07 AM","12/22/2022, 11:27:25 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:27:25 AM","12/22/2022, 11:27:28 AM"
Staff 9,"19.513,14.067","12/22/2022, 11:27:28 AM","12/22/2022, 11:27:53 AM"
Staff 9,"20.232,14.852","12/22/2022, 11:27:53 AM","12/22/2022, 11:30:55 AM"
Staff 9,"19.338,13.96","12/22/2022, 11:30:55 AM","12/22/2022, 11:33:12 AM"
Staff 9,"20.232,14.852","12/22/2022, 11:33:12 AM","12/22/2022, 11:51:11 AM"
Staff 9,"19.395,13.76","12/22/2022, 11:51:11 AM","12/22/2022, 11:51:29 AM"
Staff 9,"20.607,14.747","12/22/2022, 11:51:29 AM","12/22/2022, 11:53:58 AM"
Staff 9,"19.902,13.842","12/22/2022, 11:53:58 AM","12/22/2022, 11:54:02 AM"
Staff 9,"18.832,14.852","12/22/2022, 11:54:02 AM","12/22/2022, 11:54:04 AM"
Staff 9,"19.882,14.357","12/22/2022, 11:54:04 AM","12/22/2022, 11:58:39 AM"
Staff 9,"20.232,14.852","12/22/2022, 11:58:39 AM","12/22/2022, 12:01:13 PM"
Staff 9,"19.705,13.873","12/22/2022, 12:01:13 PM","12/22/2022, 12:01:38 PM"
Staff 9,"20.213,14.753","12/22/2022, 12:01:38 PM","12/22/2022, 12:03:43 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:03:43 PM","12/22/2022, 12:03:45 PM"
Staff 9,"19.856,14.608","12/22/2022, 12:03:45 PM","12/22/2022, 12:05:22 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:05:22 PM","12/22/2022, 12:05:24 PM"
Staff 9,"19.85,14.501","12/22/2022, 12:05:24 PM","12/22/2022, 12:07:05 PM"
Staff 9,"20.232,14.852","12/22/2022, 12:07:05 PM","12/22/2022, 12:07:26 PM"
Staff 9,"19.865,13.806","12/22/2022, 12:07:26 PM","12/22/2022, 12:07:57 PM"
Staff 9,"20.229,14.748","12/22/2022, 12:07:57 PM","12/22/2022, 12:08:24 PM"
Staff 9,"19.647,13.888","12/22/2022, 12:08:24 PM","12/22/2022, 12:12:13 PM"
Staff 9,"20.554,14.636","12/22/2022, 12:12:13 PM","12/22/2022, 12:13:47 PM"
Staff 9,"20.232,14.852","12/22/2022, 12:13:47 PM","12/22/2022, 12:13:52 PM"
Staff 9,"21.245,14.854","12/22/2022, 12:13:52 PM","12/22/2022, 12:21:05 PM"
Staff 9,"20.024,14.64","12/22/2022, 12:21:05 PM","12/22/2022, 12:21:10 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:21:10 PM","12/22/2022, 12:21:12 PM"
Staff 9,"19.811,14.521","12/22/2022, 12:21:12 PM","12/22/2022, 12:22:04 PM"
Staff 9,"20.232,14.852","12/22/2022, 12:22:04 PM","12/22/2022, 12:22:07 PM"
Staff 9,"19.831,13.811","12/22/2022, 12:22:07 PM","12/22/2022, 12:25:21 PM"
Staff 9,"20.216,14.745","12/22/2022, 12:25:21 PM","12/22/2022, 12:27:46 PM"
Staff 9,"19.698,13.691","12/22/2022, 12:27:46 PM","12/22/2022, 12:28:10 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:28:10 PM","12/22/2022, 12:28:14 PM"
Staff 9,"19.853,14.194","12/22/2022, 12:28:14 PM","12/22/2022, 12:36:24 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:36:24 PM","12/22/2022, 12:36:30 PM"
Staff 9,"19.638,14.053","12/22/2022, 12:36:30 PM","12/22/2022, 12:37:09 PM"
Staff 9,"20.442,14.703","12/22/2022, 12:37:09 PM","12/22/2022, 12:37:31 PM"
Staff 9,"19.698,13.85","12/22/2022, 12:37:31 PM","12/22/2022, 12:39:58 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:39:58 PM","12/22/2022, 12:41:20 PM"
Staff 9,"17.654,14.416","12/22/2022, 12:41:20 PM","12/22/2022, 12:41:42 PM"
Staff 9,"23.702,15.291","12/22/2022, 12:41:42 PM","12/22/2022, 12:41:51 PM"
Staff 9,"22.237,15.044","12/22/2022, 12:41:51 PM","12/22/2022, 12:41:54 PM"
Staff 9,"20.79,14.888","12/22/2022, 12:41:54 PM","12/22/2022, 12:42:14 PM"
Staff 9,"27.102,15.757","12/22/2022, 12:42:14 PM","12/22/2022, 12:42:21 PM"
Staff 9,"26.088,15.599","12/22/2022, 12:42:21 PM","12/22/2022, 12:42:43 PM"
Staff 9,"20.111,14.742","12/22/2022, 12:42:43 PM","12/22/2022, 12:42:51 PM"
Staff 9,"32.579,16.506","12/22/2022, 12:42:51 PM","12/22/2022, 12:43:23 PM"
Staff 9,"18.965,13.668","12/22/2022, 12:43:23 PM","12/22/2022, 12:43:27 PM"
Staff 9,"19.604,14.46","12/22/2022, 12:43:27 PM","12/22/2022, 12:52:12 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:52:12 PM","12/22/2022, 12:52:14 PM"
Staff 9,"19.869,14.444","12/22/2022, 12:52:14 PM","12/22/2022, 12:53:10 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:53:10 PM","12/22/2022, 12:53:12 PM"
Staff 9,"19.861,14.511","12/22/2022, 12:53:12 PM","12/22/2022, 12:54:06 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:54:06 PM","12/22/2022, 12:54:07 PM"
Staff 9,"19.836,14.545","12/22/2022, 12:54:07 PM","12/22/2022, 12:54:40 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:54:40 PM","12/22/2022, 12:54:42 PM"
Staff 9,"19.905,14.537","12/22/2022, 12:54:42 PM","12/22/2022, 12:54:49 PM"
Staff 9,"20.232,14.852","12/22/2022, 12:54:49 PM","12/22/2022, 12:56:08 PM"
Staff 9,"19.662,13.653","12/22/2022, 12:56:08 PM","12/22/2022, 12:56:35 PM"
Staff 9,"20.001,14.601","12/22/2022, 12:56:35 PM","12/22/2022, 12:56:37 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:56:37 PM","12/22/2022, 12:56:45 PM"
Staff 9,"19.878,14.4","12/22/2022, 12:56:45 PM","12/22/2022, 12:57:14 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:14 PM","12/22/2022, 12:57:15 PM"
Staff 9,"19.875,14.468","12/22/2022, 12:57:15 PM","12/22/2022, 12:57:17 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:17 PM","12/22/2022, 12:57:19 PM"
Staff 9,"19.904,14.537","12/22/2022, 12:57:19 PM","12/22/2022, 12:57:20 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:20 PM","12/22/2022, 12:57:22 PM"
Staff 9,"19.881,14.497","12/22/2022, 12:57:22 PM","12/22/2022, 12:57:27 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:27 PM","12/22/2022, 12:57:29 PM"
Staff 9,"19.774,14.543","12/22/2022, 12:57:29 PM","12/22/2022, 12:57:36 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:36 PM","12/22/2022, 12:57:52 PM"
Staff 9,"19.8,14.524","12/22/2022, 12:57:52 PM","12/22/2022, 12:57:53 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:53 PM","12/22/2022, 12:57:54 PM"
Staff 9,"19.776,14.574","12/22/2022, 12:57:54 PM","12/22/2022, 12:57:55 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:57:55 PM","12/22/2022, 12:58:05 PM"
Staff 9,"19.74,14.413","12/22/2022, 12:58:05 PM","12/22/2022, 12:58:06 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:58:06 PM","12/22/2022, 12:58:10 PM"
Staff 9,"19.835,14.515","12/22/2022, 12:58:10 PM","12/22/2022, 12:58:11 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:58:11 PM","12/22/2022, 12:58:12 PM"
Staff 9,"19.864,14.642","12/22/2022, 12:58:12 PM","12/22/2022, 12:58:22 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:58:22 PM","12/22/2022, 12:58:29 PM"
Staff 9,"19.782,14.4","12/22/2022, 12:58:29 PM","12/22/2022, 12:58:35 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:58:35 PM","12/22/2022, 12:58:46 PM"
Staff 9,"19.863,14.51","12/22/2022, 12:58:46 PM","12/22/2022, 12:58:47 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:58:47 PM","12/22/2022, 12:58:56 PM"
Staff 9,"19.997,14.421","12/22/2022, 12:58:56 PM","12/22/2022, 12:59:02 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:59:02 PM","12/22/2022, 12:59:22 PM"
Staff 9,"19.734,14.381","12/22/2022, 12:59:22 PM","12/22/2022, 12:59:25 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:59:25 PM","12/22/2022, 12:59:40 PM"
Staff 9,"19.738,14.18","12/22/2022, 12:59:40 PM","12/22/2022, 12:59:45 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:59:45 PM","12/22/2022, 12:59:46 PM"
Staff 9,"19.901,14.343","12/22/2022, 12:59:46 PM","12/22/2022, 12:59:51 PM"
Staff 9,"18.832,14.852","12/22/2022, 12:59:51 PM","12/22/2022, 12:59:55 PM"
Staff 9,"19.81,14.546","12/22/2022, 12:59:55 PM","12/22/2022, 1:00:21 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:00:21 PM","12/22/2022, 1:00:23 PM"
Staff 9,"19.869,14.385","12/22/2022, 1:00:23 PM","12/22/2022, 1:00:26 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:00:26 PM","12/22/2022, 1:00:42 PM"
Staff 9,"19.789,14.364","12/22/2022, 1:00:42 PM","12/22/2022, 1:00:44 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:00:44 PM","12/22/2022, 1:00:51 PM"
Staff 9,"19.863,14.417","12/22/2022, 1:00:51 PM","12/22/2022, 1:01:11 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:01:11 PM","12/22/2022, 1:01:13 PM"
Staff 9,"19.81,14.541","12/22/2022, 1:01:13 PM","12/22/2022, 1:01:29 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:01:29 PM","12/22/2022, 1:01:30 PM"
Staff 9,"19.705,14.314","12/22/2022, 1:01:30 PM","12/22/2022, 1:01:31 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:01:31 PM","12/22/2022, 1:01:34 PM"
Staff 9,"19.737,14.414","12/22/2022, 1:01:34 PM","12/22/2022, 1:01:37 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:01:37 PM","12/22/2022, 1:01:38 PM"
Staff 9,"19.915,14.486","12/22/2022, 1:01:38 PM","12/22/2022, 1:01:46 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:01:46 PM","12/22/2022, 1:01:48 PM"
Staff 9,"19.81,14.459","12/22/2022, 1:01:48 PM","12/22/2022, 1:02:01 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:01 PM","12/22/2022, 1:02:10 PM"
Staff 9,"19.792,14.458","12/22/2022, 1:02:10 PM","12/22/2022, 1:02:11 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:11 PM","12/22/2022, 1:02:12 PM"
Staff 9,"19.82,14.369","12/22/2022, 1:02:12 PM","12/22/2022, 1:02:15 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:15 PM","12/22/2022, 1:02:16 PM"
Staff 9,"19.739,14.261","12/22/2022, 1:02:16 PM","12/22/2022, 1:02:17 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:17 PM","12/22/2022, 1:02:20 PM"
Staff 9,"19.74,14.25","12/22/2022, 1:02:20 PM","12/22/2022, 1:02:22 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:22 PM","12/22/2022, 1:02:26 PM"
Staff 9,"19.868,14.626","12/22/2022, 1:02:26 PM","12/22/2022, 1:02:31 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:31 PM","12/22/2022, 1:02:33 PM"
Staff 9,"19.8,14.462","12/22/2022, 1:02:33 PM","12/22/2022, 1:02:36 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:36 PM","12/22/2022, 1:02:37 PM"
Staff 9,"19.768,14.489","12/22/2022, 1:02:37 PM","12/22/2022, 1:02:40 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:40 PM","12/22/2022, 1:02:43 PM"
Staff 9,"19.709,14.345","12/22/2022, 1:02:43 PM","12/22/2022, 1:02:43 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:43 PM","12/22/2022, 1:02:50 PM"
Staff 9,"19.713,14.418","12/22/2022, 1:02:50 PM","12/22/2022, 1:02:50 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:02:50 PM","12/22/2022, 1:02:53 PM"
Staff 9,"19.799,14.452","12/22/2022, 1:02:53 PM","12/22/2022, 1:03:12 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:03:12 PM","12/22/2022, 1:03:14 PM"
Staff 9,"19.895,14.487","12/22/2022, 1:03:14 PM","12/22/2022, 1:03:24 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:03:24 PM","12/22/2022, 1:03:31 PM"
Staff 9,"19.705,14.246","12/22/2022, 1:03:31 PM","12/22/2022, 1:03:35 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:03:35 PM","12/22/2022, 1:03:50 PM"
Staff 9,"20.076,14.592","12/22/2022, 1:03:50 PM","12/22/2022, 1:04:27 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:04:27 PM","12/22/2022, 1:04:29 PM"
Staff 9,"19.763,14.056","12/22/2022, 1:04:29 PM","12/22/2022, 1:04:32 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:04:32 PM","12/22/2022, 1:04:35 PM"
Staff 9,"19.798,14.556","12/22/2022, 1:04:35 PM","12/22/2022, 1:04:51 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:04:51 PM","12/22/2022, 1:04:54 PM"
Staff 9,"19.87,14.455","12/22/2022, 1:04:54 PM","12/22/2022, 1:05:39 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:05:39 PM","12/22/2022, 1:05:41 PM"
Staff 9,"19.801,14.384","12/22/2022, 1:05:41 PM","12/22/2022, 1:05:49 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:05:49 PM","12/22/2022, 1:05:54 PM"
Staff 9,"19.786,14.449","12/22/2022, 1:05:54 PM","12/22/2022, 1:05:58 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:05:58 PM","12/22/2022, 1:05:59 PM"
Staff 9,"19.906,14.392","12/22/2022, 1:05:59 PM","12/22/2022, 1:06:08 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:06:08 PM","12/22/2022, 1:06:10 PM"
Staff 9,"19.902,14.471","12/22/2022, 1:06:10 PM","12/22/2022, 1:06:26 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:06:26 PM","12/22/2022, 1:06:29 PM"
Staff 9,"19.754,14.491","12/22/2022, 1:06:29 PM","12/22/2022, 1:06:32 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:06:32 PM","12/22/2022, 1:06:34 PM"
Staff 9,"19.807,14.435","12/22/2022, 1:06:34 PM","12/22/2022, 1:06:43 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:06:43 PM","12/22/2022, 1:06:45 PM"
Staff 9,"19.818,14.397","12/22/2022, 1:06:45 PM","12/22/2022, 1:06:48 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:06:48 PM","12/22/2022, 1:06:51 PM"
Staff 9,"19.822,14.435","12/22/2022, 1:06:51 PM","12/22/2022, 1:07:01 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:07:01 PM","12/22/2022, 1:07:03 PM"
Staff 9,"19.806,14.355","12/22/2022, 1:07:03 PM","12/22/2022, 1:07:19 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:07:19 PM","12/22/2022, 1:07:21 PM"
Staff 9,"19.862,14.476","12/22/2022, 1:07:21 PM","12/22/2022, 1:07:34 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:07:34 PM","12/22/2022, 1:07:36 PM"
Staff 9,"19.731,14.337","12/22/2022, 1:07:36 PM","12/22/2022, 1:07:51 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:07:51 PM","12/22/2022, 1:07:52 PM"
Staff 9,"19.846,14.474","12/22/2022, 1:07:52 PM","12/22/2022, 1:07:58 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:07:58 PM","12/22/2022, 1:08:03 PM"
Staff 9,"19.756,14.501","12/22/2022, 1:08:03 PM","12/22/2022, 1:08:05 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:08:05 PM","12/22/2022, 1:08:07 PM"
Staff 9,"19.823,14.295","12/22/2022, 1:08:07 PM","12/22/2022, 1:08:10 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:08:10 PM","12/22/2022, 1:08:19 PM"
Staff 9,"19.806,14.395","12/22/2022, 1:08:19 PM","12/22/2022, 1:08:32 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:08:32 PM","12/22/2022, 1:08:34 PM"
Staff 9,"19.825,14.486","12/22/2022, 1:08:34 PM","12/22/2022, 1:08:36 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:08:36 PM","12/22/2022, 1:08:40 PM"
Staff 9,"19.847,14.463","12/22/2022, 1:08:40 PM","12/22/2022, 1:08:48 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:08:48 PM","12/22/2022, 1:08:51 PM"
Staff 9,"19.81,14.445","12/22/2022, 1:08:51 PM","12/22/2022, 1:08:51 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:08:51 PM","12/22/2022, 1:08:54 PM"
Staff 9,"19.861,14.443","12/22/2022, 1:08:54 PM","12/22/2022, 1:09:15 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:09:15 PM","12/22/2022, 1:09:16 PM"
Staff 9,"19.804,14.365","12/22/2022, 1:09:16 PM","12/22/2022, 1:09:19 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:09:19 PM","12/22/2022, 1:09:23 PM"
Staff 9,"19.871,14.394","12/22/2022, 1:09:23 PM","12/22/2022, 1:09:30 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:09:30 PM","12/22/2022, 1:09:33 PM"
Staff 9,"19.812,14.495","12/22/2022, 1:09:33 PM","12/22/2022, 1:10:20 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:10:20 PM","12/22/2022, 1:10:22 PM"
Staff 9,"19.837,14.432","12/22/2022, 1:10:22 PM","12/22/2022, 1:12:02 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:12:02 PM","12/22/2022, 1:12:04 PM"
Staff 9,"19.812,14.43","12/22/2022, 1:12:04 PM","12/22/2022, 1:12:53 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:12:53 PM","12/22/2022, 1:12:55 PM"
Staff 9,"19.768,14.262","12/22/2022, 1:12:55 PM","12/22/2022, 1:12:57 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:12:57 PM","12/22/2022, 1:13:00 PM"
Staff 9,"19.918,14.546","12/22/2022, 1:13:00 PM","12/22/2022, 1:16:01 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:16:01 PM","12/22/2022, 1:16:03 PM"
Staff 9,"19.92,14.655","12/22/2022, 1:16:03 PM","12/22/2022, 1:17:24 PM"
Staff 9,"19.275,13.844","12/22/2022, 1:17:24 PM","12/22/2022, 1:17:29 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:17:29 PM","12/22/2022, 1:17:31 PM"
Staff 9,"19.189,13.771","12/22/2022, 1:17:31 PM","12/22/2022, 1:17:50 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:17:50 PM","12/22/2022, 1:17:53 PM"
Staff 9,"19.906,14.531","12/22/2022, 1:17:53 PM","12/22/2022, 1:18:59 PM"
Staff 9,"18.832,14.852","12/22/2022, 1:18:59 PM","12/22/2022, 1:19:10 PM"
Staff 9,"19.774,14.204","12/22/2022, 1:19:10 PM","12/22/2022, 1:19:46 PM"
